accession	altitude	assembly_quality	assembly_software	base_count	binning_software	bio_material	broker_name	cell_line	cell_type	center_name	checklist	collected_by	collection_date	collection_date_submitted	completeness_score	contamination_score	country	cram_index_aspera	cram_index_ftp	cram_index_galaxy	cultivar	culture_collection	depth	description	dev_stage	ecotype	elevation	environment_biome	environment_feature	environment_material	environmental_package	environmental_sample	experiment_accession	experiment_alias	experiment_title	experimental_factor	fastq_aspera	fastq_bytes	fastq_ftp	fastq_galaxy	fastq_md5	first_created	first_public	germline	host	host_body_site	host_genotype	host_gravidity	host_growth_conditions	host_phenotype	host_sex	host_status	host_tax_id	identified_by	instrument_model	instrument_platform	investigation_type	isolate	isolation_source	last_updated	lat	library_construction_protocol	library_layout	library_name	library_selection	library_source	library_strategy	location	lon	mating_type	nominal_length	nominal_sdev	parent_study	ph	project_name	protocol_label	read_count	run_accession	run_alias	salinity	sample_accession	sample_alias	sample_capture_status	sample_collection	sample_description	sample_material	sample_title	sampling_campaign	sampling_platform	sampling_site	scientific_name	secondary_sample_accession	secondary_study_accession	sequencing_method	serotype	serovar	sex	specimen_voucher	sra_aspera	sra_bytes	sra_ftp	sra_galaxy	sra_md5	strain	study_accession	study_alias	study_title	sub_species	sub_strain	submission_accession	submission_tool	submitted_aspera	submitted_bytes	submitted_format	submitted_ftp	submitted_galaxy	submitted_host_sex	submitted_md5	submitted_sex	target_gene	tax_id	taxonomic_classification	taxonomic_identity_marker	temperature	tissue_lib	tissue_type	variety
SAMEA4666206				1287149850						SC	ERC000011							fasp.sra.ebi.ac.uk:/vol1/run/ERR258/ERR2585929/21543_3#14.cram.crai	ftp.sra.ebi.ac.uk/vol1/run/ERR258/ERR2585929/21543_3#14.cram.crai	ftp.sra.ebi.ac.uk/vol1/run/ERR258/ERR2585929/21543_3#14.cram.crai				Illumina HiSeq 2500 paired end sequencing								false	ERX2602726	SC_EXP_21543_3#14	Illumina HiSeq 2500 paired end sequencing		fasp.sra.ebi.ac.uk:/vol1/fastq/ERR258/009/ERR2585929/ERR2585929_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR258/009/ERR2585929/ERR2585929_2.fastq.gz	206313253;218144463	ftp.sra.ebi.ac.uk/vol1/fastq/ERR258/009/ERR2585929/ERR2585929_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR258/009/ERR2585929/ERR2585929_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR258/009/ERR2585929/ERR2585929_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR258/009/ERR2585929/ERR2585929_2.fastq.gz	2921fce5df0b95c44962cc4db7ecd55f;8e2e6caefe6a683a846f264e406f329d	2018-05-17	2018-05-17	false											Illumina HiSeq 2500	ILLUMINA				2018-11-16		RNA-seq dUTP eukaryotic	PAIRED	DN470896U:F2	cDNA	TRANSCRIPTOMIC	RNA-Seq				200	0					17161998	ERR2585929	SC_RUN_21543_3#14		SAMEA4666206	db7547b0-abdc-11e6-8d8d-3c4a9275d6c8			Homo Sapien		Homo Sapien				Homo sapiens	ERS2486824	ERP104309												PRJEB22618	SRPK1_is_a_therapeutic_vulnerability_in_acute_myeloid_leukemia_through_its_effects_on_isoform_choice_of_epigenetic_regulators__-sc-4959	SRPK1_is_a_therapeutic_vulnerability_in_acute_myeloid_leukemia_through_its_effects_on_isoform_choice_of_epigenetic_regulators__			ERA1487642		fasp.sra.ebi.ac.uk:/vol1/run/ERR258/ERR2585929/21543_3#14.cram	323491064	CRAM	ftp.sra.ebi.ac.uk/vol1/run/ERR258/ERR2585929/21543_3#14.cram	ftp.sra.ebi.ac.uk/vol1/run/ERR258/ERR2585929/21543_3#14.cram		e1bf29414b0bfcca60cf916134d09af0			9606						
SAMEA4666207				1658140500						SC	ERC000011							fasp.sra.ebi.ac.uk:/vol1/run/ERR258/ERR2585930/21543_3#15.cram.crai	ftp.sra.ebi.ac.uk/vol1/run/ERR258/ERR2585930/21543_3#15.cram.crai	ftp.sra.ebi.ac.uk/vol1/run/ERR258/ERR2585930/21543_3#15.cram.crai				Illumina HiSeq 2500 paired end sequencing								false	ERX2602727	SC_EXP_21543_3#15	Illumina HiSeq 2500 paired end sequencing		fasp.sra.ebi.ac.uk:/vol1/fastq/ERR258/000/ERR2585930/ERR2585930_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR258/000/ERR2585930/ERR2585930_2.fastq.gz	262154114;278337012	ftp.sra.ebi.ac.uk/vol1/fastq/ERR258/000/ERR2585930/ERR2585930_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR258/000/ERR2585930/ERR2585930_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR258/000/ERR2585930/ERR2585930_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR258/000/ERR2585930/ERR2585930_2.fastq.gz	75c3f10d6892e6f554f76bc09c3e78be;5a26d61084b252c925ec20059332359c	2018-05-17	2018-05-17	false											Illumina HiSeq 2500	ILLUMINA				2018-11-16		RNA-seq dUTP eukaryotic	PAIRED	DN470896U:G2	cDNA	TRANSCRIPTOMIC	RNA-Seq				200	0					22108540	ERR2585930	SC_RUN_21543_3#15		SAMEA4666207	db7c73a0-abdc-11e6-8d8d-3c4a9275d6c8			Homo Sapien		Homo Sapien				Homo sapiens	ERS2486825	ERP104309												PRJEB22618	SRPK1_is_a_therapeutic_vulnerability_in_acute_myeloid_leukemia_through_its_effects_on_isoform_choice_of_epigenetic_regulators__-sc-4959	SRPK1_is_a_therapeutic_vulnerability_in_acute_myeloid_leukemia_through_its_effects_on_isoform_choice_of_epigenetic_regulators__			ERA1487642		fasp.sra.ebi.ac.uk:/vol1/run/ERR258/ERR2585930/21543_3#15.cram	419294919	CRAM	ftp.sra.ebi.ac.uk/vol1/run/ERR258/ERR2585930/21543_3#15.cram	ftp.sra.ebi.ac.uk/vol1/run/ERR258/ERR2585930/21543_3#15.cram		bc5dcdfd686ab4767a08243c24f4683d			9606						
SAMEA4666205				1429205550						SC	ERC000011							fasp.sra.ebi.ac.uk:/vol1/run/ERR258/ERR2585931/21543_4#13.cram.crai	ftp.sra.ebi.ac.uk/vol1/run/ERR258/ERR2585931/21543_4#13.cram.crai	ftp.sra.ebi.ac.uk/vol1/run/ERR258/ERR2585931/21543_4#13.cram.crai				Illumina HiSeq 2500 paired end sequencing								false	ERX2602728	SC_EXP_21543_4#13	Illumina HiSeq 2500 paired end sequencing		fasp.sra.ebi.ac.uk:/vol1/fastq/ERR258/001/ERR2585931/ERR2585931_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR258/001/ERR2585931/ERR2585931_2.fastq.gz	226380682;236726376	ftp.sra.ebi.ac.uk/vol1/fastq/ERR258/001/ERR2585931/ERR2585931_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR258/001/ERR2585931/ERR2585931_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR258/001/ERR2585931/ERR2585931_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR258/001/ERR2585931/ERR2585931_2.fastq.gz	31ee7b275e02d12cbcca455a9f0f6245;c05038b0f9b739e5169f8421a93c859e	2018-05-17	2018-05-17	false											Illumina HiSeq 2500	ILLUMINA				2018-11-16		RNA-seq dUTP eukaryotic	PAIRED	DN470896U:E2	cDNA	TRANSCRIPTOMIC	RNA-Seq				200	0					19056074	ERR2585931	SC_RUN_21543_4#13		SAMEA4666205	db6dcda0-abdc-11e6-8d8d-3c4a9275d6c8			Homo Sapien		Homo Sapien				Homo sapiens	ERS2486823	ERP104309												PRJEB22618	SRPK1_is_a_therapeutic_vulnerability_in_acute_myeloid_leukemia_through_its_effects_on_isoform_choice_of_epigenetic_regulators__-sc-4959	SRPK1_is_a_therapeutic_vulnerability_in_acute_myeloid_leukemia_through_its_effects_on_isoform_choice_of_epigenetic_regulators__			ERA1487642		fasp.sra.ebi.ac.uk:/vol1/run/ERR258/ERR2585931/21543_4#13.cram	351665899	CRAM	ftp.sra.ebi.ac.uk/vol1/run/ERR258/ERR2585931/21543_4#13.cram	ftp.sra.ebi.ac.uk/vol1/run/ERR258/ERR2585931/21543_4#13.cram		2e7e5dd6a0b1eaac2dd1a3d3ca1a58bb			9606						
SAMEA4666206				1289118450						SC	ERC000011							fasp.sra.ebi.ac.uk:/vol1/run/ERR258/ERR2585932/21543_4#14.cram.crai	ftp.sra.ebi.ac.uk/vol1/run/ERR258/ERR2585932/21543_4#14.cram.crai	ftp.sra.ebi.ac.uk/vol1/run/ERR258/ERR2585932/21543_4#14.cram.crai				Illumina HiSeq 2500 paired end sequencing								false	ERX2602729	SC_EXP_21543_4#14	Illumina HiSeq 2500 paired end sequencing		fasp.sra.ebi.ac.uk:/vol1/fastq/ERR258/002/ERR2585932/ERR2585932_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR258/002/ERR2585932/ERR2585932_2.fastq.gz	204933158;216212588	ftp.sra.ebi.ac.uk/vol1/fastq/ERR258/002/ERR2585932/ERR2585932_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR258/002/ERR2585932/ERR2585932_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR258/002/ERR2585932/ERR2585932_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR258/002/ERR2585932/ERR2585932_2.fastq.gz	1644344d3c08debe9688c3a14e2ece06;970c21516710dd5baa18c70630f5fc28	2018-05-17	2018-05-17	false											Illumina HiSeq 2500	ILLUMINA				2018-11-16		RNA-seq dUTP eukaryotic	PAIRED	DN470896U:F2	cDNA	TRANSCRIPTOMIC	RNA-Seq				200	0					17188246	ERR2585932	SC_RUN_21543_4#14		SAMEA4666206	db7547b0-abdc-11e6-8d8d-3c4a9275d6c8			Homo Sapien		Homo Sapien				Homo sapiens	ERS2486824	ERP104309												PRJEB22618	SRPK1_is_a_therapeutic_vulnerability_in_acute_myeloid_leukemia_through_its_effects_on_isoform_choice_of_epigenetic_regulators__-sc-4959	SRPK1_is_a_therapeutic_vulnerability_in_acute_myeloid_leukemia_through_its_effects_on_isoform_choice_of_epigenetic_regulators__			ERA1487642		fasp.sra.ebi.ac.uk:/vol1/run/ERR258/ERR2585932/21543_4#14.cram	320568594	CRAM	ftp.sra.ebi.ac.uk/vol1/run/ERR258/ERR2585932/21543_4#14.cram	ftp.sra.ebi.ac.uk/vol1/run/ERR258/ERR2585932/21543_4#14.cram		3268eb48d4d1a001f8b352a0c76c5584			9606						
SAMEA4666207				1661872650						SC	ERC000011							fasp.sra.ebi.ac.uk:/vol1/run/ERR258/ERR2585933/21543_4#15.cram.crai	ftp.sra.ebi.ac.uk/vol1/run/ERR258/ERR2585933/21543_4#15.cram.crai	ftp.sra.ebi.ac.uk/vol1/run/ERR258/ERR2585933/21543_4#15.cram.crai				Illumina HiSeq 2500 paired end sequencing								false	ERX2602730	SC_EXP_21543_4#15	Illumina HiSeq 2500 paired end sequencing		fasp.sra.ebi.ac.uk:/vol1/fastq/ERR258/003/ERR2585933/ERR2585933_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR258/003/ERR2585933/ERR2585933_2.fastq.gz	260654396;275983904	ftp.sra.ebi.ac.uk/vol1/fastq/ERR258/003/ERR2585933/ERR2585933_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR258/003/ERR2585933/ERR2585933_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR258/003/ERR2585933/ERR2585933_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR258/003/ERR2585933/ERR2585933_2.fastq.gz	71805993a3b95455839aff02b7e74d49;0019f3b1be17f55fd37f2e6cc7f2fe75	2018-05-17	2018-05-17	false											Illumina HiSeq 2500	ILLUMINA				2018-11-16		RNA-seq dUTP eukaryotic	PAIRED	DN470896U:G2	cDNA	TRANSCRIPTOMIC	RNA-Seq				200	0					22158302	ERR2585933	SC_RUN_21543_4#15		SAMEA4666207	db7c73a0-abdc-11e6-8d8d-3c4a9275d6c8			Homo Sapien		Homo Sapien				Homo sapiens	ERS2486825	ERP104309												PRJEB22618	SRPK1_is_a_therapeutic_vulnerability_in_acute_myeloid_leukemia_through_its_effects_on_isoform_choice_of_epigenetic_regulators__-sc-4959	SRPK1_is_a_therapeutic_vulnerability_in_acute_myeloid_leukemia_through_its_effects_on_isoform_choice_of_epigenetic_regulators__			ERA1487642		fasp.sra.ebi.ac.uk:/vol1/run/ERR258/ERR2585933/21543_4#15.cram	416559524	CRAM	ftp.sra.ebi.ac.uk/vol1/run/ERR258/ERR2585933/21543_4#15.cram	ftp.sra.ebi.ac.uk/vol1/run/ERR258/ERR2585933/21543_4#15.cram		dab317489bc8dd20e4b4e679361d570f			9606						
SAMEA4666205				1440165450						SC	ERC000011							fasp.sra.ebi.ac.uk:/vol1/run/ERR258/ERR2585934/21543_5#13.cram.crai	ftp.sra.ebi.ac.uk/vol1/run/ERR258/ERR2585934/21543_5#13.cram.crai	ftp.sra.ebi.ac.uk/vol1/run/ERR258/ERR2585934/21543_5#13.cram.crai				Illumina HiSeq 2500 paired end sequencing								false	ERX2602731	SC_EXP_21543_5#13	Illumina HiSeq 2500 paired end sequencing		fasp.sra.ebi.ac.uk:/vol1/fastq/ERR258/004/ERR2585934/ERR2585934_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR258/004/ERR2585934/ERR2585934_2.fastq.gz	227135581;239688178	ftp.sra.ebi.ac.uk/vol1/fastq/ERR258/004/ERR2585934/ERR2585934_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR258/004/ERR2585934/ERR2585934_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR258/004/ERR2585934/ERR2585934_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR258/004/ERR2585934/ERR2585934_2.fastq.gz	226c8844699711258c4aa6b716171a34;c0395e3af248d7f8e64d148161ec7d74	2018-05-17	2018-05-17	false											Illumina HiSeq 2500	ILLUMINA				2018-11-16		RNA-seq dUTP eukaryotic	PAIRED	DN470896U:E2	cDNA	TRANSCRIPTOMIC	RNA-Seq				200	0					19202206	ERR2585934	SC_RUN_21543_5#13		SAMEA4666205	db6dcda0-abdc-11e6-8d8d-3c4a9275d6c8			Homo Sapien		Homo Sapien				Homo sapiens	ERS2486823	ERP104309												PRJEB22618	SRPK1_is_a_therapeutic_vulnerability_in_acute_myeloid_leukemia_through_its_effects_on_isoform_choice_of_epigenetic_regulators__-sc-4959	SRPK1_is_a_therapeutic_vulnerability_in_acute_myeloid_leukemia_through_its_effects_on_isoform_choice_of_epigenetic_regulators__			ERA1487642		fasp.sra.ebi.ac.uk:/vol1/run/ERR258/ERR2585934/21543_5#13.cram	354985465	CRAM	ftp.sra.ebi.ac.uk/vol1/run/ERR258/ERR2585934/21543_5#13.cram	ftp.sra.ebi.ac.uk/vol1/run/ERR258/ERR2585934/21543_5#13.cram		ad4f6258a819c7b6be5315ad97165dcb			9606						
SAMEA4666206				1299434550						SC	ERC000011							fasp.sra.ebi.ac.uk:/vol1/run/ERR258/ERR2585935/21543_5#14.cram.crai	ftp.sra.ebi.ac.uk/vol1/run/ERR258/ERR2585935/21543_5#14.cram.crai	ftp.sra.ebi.ac.uk/vol1/run/ERR258/ERR2585935/21543_5#14.cram.crai				Illumina HiSeq 2500 paired end sequencing								false	ERX2602732	SC_EXP_21543_5#14	Illumina HiSeq 2500 paired end sequencing		fasp.sra.ebi.ac.uk:/vol1/fastq/ERR258/005/ERR2585935/ERR2585935_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR258/005/ERR2585935/ERR2585935_2.fastq.gz	205630559;218918211	ftp.sra.ebi.ac.uk/vol1/fastq/ERR258/005/ERR2585935/ERR2585935_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR258/005/ERR2585935/ERR2585935_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR258/005/ERR2585935/ERR2585935_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR258/005/ERR2585935/ERR2585935_2.fastq.gz	4a07ac94a7e5e7d0b5b1f407fc6549a4;033f3c6330d5dcc593965fa1e269d574	2018-05-17	2018-05-17	false											Illumina HiSeq 2500	ILLUMINA				2018-11-16		RNA-seq dUTP eukaryotic	PAIRED	DN470896U:F2	cDNA	TRANSCRIPTOMIC	RNA-Seq				200	0					17325794	ERR2585935	SC_RUN_21543_5#14		SAMEA4666206	db7547b0-abdc-11e6-8d8d-3c4a9275d6c8			Homo Sapien		Homo Sapien				Homo sapiens	ERS2486824	ERP104309												PRJEB22618	SRPK1_is_a_therapeutic_vulnerability_in_acute_myeloid_leukemia_through_its_effects_on_isoform_choice_of_epigenetic_regulators__-sc-4959	SRPK1_is_a_therapeutic_vulnerability_in_acute_myeloid_leukemia_through_its_effects_on_isoform_choice_of_epigenetic_regulators__			ERA1487642		fasp.sra.ebi.ac.uk:/vol1/run/ERR258/ERR2585935/21543_5#14.cram	323547188	CRAM	ftp.sra.ebi.ac.uk/vol1/run/ERR258/ERR2585935/21543_5#14.cram	ftp.sra.ebi.ac.uk/vol1/run/ERR258/ERR2585935/21543_5#14.cram		ffb8e8c17158236c06374956136d00ef			9606						
SAMEA4666207				1673882550						SC	ERC000011							fasp.sra.ebi.ac.uk:/vol1/run/ERR258/ERR2585936/21543_5#15.cram.crai	ftp.sra.ebi.ac.uk/vol1/run/ERR258/ERR2585936/21543_5#15.cram.crai	ftp.sra.ebi.ac.uk/vol1/run/ERR258/ERR2585936/21543_5#15.cram.crai				Illumina HiSeq 2500 paired end sequencing								false	ERX2602733	SC_EXP_21543_5#15	Illumina HiSeq 2500 paired end sequencing		fasp.sra.ebi.ac.uk:/vol1/fastq/ERR258/006/ERR2585936/ERR2585936_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR258/006/ERR2585936/ERR2585936_2.fastq.gz	261220463;279281453	ftp.sra.ebi.ac.uk/vol1/fastq/ERR258/006/ERR2585936/ERR2585936_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR258/006/ERR2585936/ERR2585936_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR258/006/ERR2585936/ERR2585936_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR258/006/ERR2585936/ERR2585936_2.fastq.gz	133620a704b77e87c95824593bd727dc;508336eafb7e18c0c3052c21722775b7	2018-05-17	2018-05-17	false											Illumina HiSeq 2500	ILLUMINA				2018-11-16		RNA-seq dUTP eukaryotic	PAIRED	DN470896U:G2	cDNA	TRANSCRIPTOMIC	RNA-Seq				200	0					22318434	ERR2585936	SC_RUN_21543_5#15		SAMEA4666207	db7c73a0-abdc-11e6-8d8d-3c4a9275d6c8			Homo Sapien		Homo Sapien				Homo sapiens	ERS2486825	ERP104309												PRJEB22618	SRPK1_is_a_therapeutic_vulnerability_in_acute_myeloid_leukemia_through_its_effects_on_isoform_choice_of_epigenetic_regulators__-sc-4959	SRPK1_is_a_therapeutic_vulnerability_in_acute_myeloid_leukemia_through_its_effects_on_isoform_choice_of_epigenetic_regulators__			ERA1487642		fasp.sra.ebi.ac.uk:/vol1/run/ERR258/ERR2585936/21543_5#15.cram	420200466	CRAM	ftp.sra.ebi.ac.uk/vol1/run/ERR258/ERR2585936/21543_5#15.cram	ftp.sra.ebi.ac.uk/vol1/run/ERR258/ERR2585936/21543_5#15.cram		55d240c2f43bedf757d0b8da4ac38de8			9606						
SAMEA4666205				1447427400						SC	ERC000011							fasp.sra.ebi.ac.uk:/vol1/run/ERR258/ERR2585937/21543_6#13.cram.crai	ftp.sra.ebi.ac.uk/vol1/run/ERR258/ERR2585937/21543_6#13.cram.crai	ftp.sra.ebi.ac.uk/vol1/run/ERR258/ERR2585937/21543_6#13.cram.crai				Illumina HiSeq 2500 paired end sequencing								false	ERX2602734	SC_EXP_21543_6#13	Illumina HiSeq 2500 paired end sequencing		fasp.sra.ebi.ac.uk:/vol1/fastq/ERR258/007/ERR2585937/ERR2585937_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR258/007/ERR2585937/ERR2585937_2.fastq.gz	229301123;241109228	ftp.sra.ebi.ac.uk/vol1/fastq/ERR258/007/ERR2585937/ERR2585937_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR258/007/ERR2585937/ERR2585937_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR258/007/ERR2585937/ERR2585937_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR258/007/ERR2585937/ERR2585937_2.fastq.gz	2bc3d99f07a6ebe16139f78609be5ccb;cd44ff5cfecb0f4bb384ca97647477aa	2018-05-17	2018-05-17	false											Illumina HiSeq 2500	ILLUMINA				2018-11-16		RNA-seq dUTP eukaryotic	PAIRED	DN470896U:E2	cDNA	TRANSCRIPTOMIC	RNA-Seq				200	0					19299032	ERR2585937	SC_RUN_21543_6#13		SAMEA4666205	db6dcda0-abdc-11e6-8d8d-3c4a9275d6c8			Homo Sapien		Homo Sapien				Homo sapiens	ERS2486823	ERP104309												PRJEB22618	SRPK1_is_a_therapeutic_vulnerability_in_acute_myeloid_leukemia_through_its_effects_on_isoform_choice_of_epigenetic_regulators__-sc-4959	SRPK1_is_a_therapeutic_vulnerability_in_acute_myeloid_leukemia_through_its_effects_on_isoform_choice_of_epigenetic_regulators__			ERA1487642		fasp.sra.ebi.ac.uk:/vol1/run/ERR258/ERR2585937/21543_6#13.cram	357901368	CRAM	ftp.sra.ebi.ac.uk/vol1/run/ERR258/ERR2585937/21543_6#13.cram	ftp.sra.ebi.ac.uk/vol1/run/ERR258/ERR2585937/21543_6#13.cram		5790278041133d765d9fd422ca255ba7			9606						
SAMEA4666206				1306448250						SC	ERC000011							fasp.sra.ebi.ac.uk:/vol1/run/ERR258/ERR2585938/21543_6#14.cram.crai	ftp.sra.ebi.ac.uk/vol1/run/ERR258/ERR2585938/21543_6#14.cram.crai	ftp.sra.ebi.ac.uk/vol1/run/ERR258/ERR2585938/21543_6#14.cram.crai				Illumina HiSeq 2500 paired end sequencing								false	ERX2602735	SC_EXP_21543_6#14	Illumina HiSeq 2500 paired end sequencing		fasp.sra.ebi.ac.uk:/vol1/fastq/ERR258/008/ERR2585938/ERR2585938_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR258/008/ERR2585938/ERR2585938_2.fastq.gz	207698350;220272866	ftp.sra.ebi.ac.uk/vol1/fastq/ERR258/008/ERR2585938/ERR2585938_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR258/008/ERR2585938/ERR2585938_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR258/008/ERR2585938/ERR2585938_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR258/008/ERR2585938/ERR2585938_2.fastq.gz	33af6b21fa443c7e311a2b4b0308d471;919cf59bbb6b5f35970110296e7867e4	2018-05-17	2018-05-17	false											Illumina HiSeq 2500	ILLUMINA				2018-11-16		RNA-seq dUTP eukaryotic	PAIRED	DN470896U:F2	cDNA	TRANSCRIPTOMIC	RNA-Seq				200	0					17419310	ERR2585938	SC_RUN_21543_6#14		SAMEA4666206	db7547b0-abdc-11e6-8d8d-3c4a9275d6c8			Homo Sapien		Homo Sapien				Homo sapiens	ERS2486824	ERP104309												PRJEB22618	SRPK1_is_a_therapeutic_vulnerability_in_acute_myeloid_leukemia_through_its_effects_on_isoform_choice_of_epigenetic_regulators__-sc-4959	SRPK1_is_a_therapeutic_vulnerability_in_acute_myeloid_leukemia_through_its_effects_on_isoform_choice_of_epigenetic_regulators__			ERA1487642		fasp.sra.ebi.ac.uk:/vol1/run/ERR258/ERR2585938/21543_6#14.cram	326096469	CRAM	ftp.sra.ebi.ac.uk/vol1/run/ERR258/ERR2585938/21543_6#14.cram	ftp.sra.ebi.ac.uk/vol1/run/ERR258/ERR2585938/21543_6#14.cram		0657d3bc8daf24e7bb745e15cc1a46ba			9606						
SAMEA4666207				1683632100						SC	ERC000011							fasp.sra.ebi.ac.uk:/vol1/run/ERR258/ERR2585939/21543_6#15.cram.crai	ftp.sra.ebi.ac.uk/vol1/run/ERR258/ERR2585939/21543_6#15.cram.crai	ftp.sra.ebi.ac.uk/vol1/run/ERR258/ERR2585939/21543_6#15.cram.crai				Illumina HiSeq 2500 paired end sequencing								false	ERX2602736	SC_EXP_21543_6#15	Illumina HiSeq 2500 paired end sequencing		fasp.sra.ebi.ac.uk:/vol1/fastq/ERR258/009/ERR2585939/ERR2585939_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR258/009/ERR2585939/ERR2585939_2.fastq.gz	263979556;281198491	ftp.sra.ebi.ac.uk/vol1/fastq/ERR258/009/ERR2585939/ERR2585939_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR258/009/ERR2585939/ERR2585939_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR258/009/ERR2585939/ERR2585939_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR258/009/ERR2585939/ERR2585939_2.fastq.gz	200ad5c06b953abd11b8143f4902d64a;a381f2664d2f326cd0524475feecdab6	2018-05-17	2018-05-17	false											Illumina HiSeq 2500	ILLUMINA				2018-11-16		RNA-seq dUTP eukaryotic	PAIRED	DN470896U:G2	cDNA	TRANSCRIPTOMIC	RNA-Seq				200	0					22448428	ERR2585939	SC_RUN_21543_6#15		SAMEA4666207	db7c73a0-abdc-11e6-8d8d-3c4a9275d6c8			Homo Sapien		Homo Sapien				Homo sapiens	ERS2486825	ERP104309												PRJEB22618	SRPK1_is_a_therapeutic_vulnerability_in_acute_myeloid_leukemia_through_its_effects_on_isoform_choice_of_epigenetic_regulators__-sc-4959	SRPK1_is_a_therapeutic_vulnerability_in_acute_myeloid_leukemia_through_its_effects_on_isoform_choice_of_epigenetic_regulators__			ERA1487642		fasp.sra.ebi.ac.uk:/vol1/run/ERR258/ERR2585939/21543_6#15.cram	423403992	CRAM	ftp.sra.ebi.ac.uk/vol1/run/ERR258/ERR2585939/21543_6#15.cram	ftp.sra.ebi.ac.uk/vol1/run/ERR258/ERR2585939/21543_6#15.cram		73efabba20d9aea1e52ce74e6714608a			9606						
