File accession	File format	File type	File format type	Output type	File assembly	Experiment accession	Assay	Donor(s)	Biosample term id	Biosample term name	Biosample type	Biosample organism	Biosample treatments	Biosample treatments amount	Biosample treatments duration	Biosample genetic modifications methods	Biosample genetic modifications categories	Biosample genetic modifications targets	Biosample genetic modifications gene targets	Biosample genetic modifications site coordinates	Biosample genetic modifications zygosity	Experiment target	Library made from	Library depleted in	Library extraction method	Library lysis method	Library crosslinking method	Library strand specific	Experiment date released	Project	RBNS protein concentration	Library fragmentation method	Library size range	Biological replicate(s)	Technical replicate(s)	Read length	Mapped read length	Run type	Paired end	Paired with	Index of	Derived from	Size	Lab	md5sum	dbxrefs	File download URL	Genome annotation	Platform	Controlled by	File Status	s3_uri	Azure URL	File analysis title	File analysis status	Audit WARNING	Audit NOT_COMPLIANT	Audit ERROR
ENCFF593JVU	fastq	fastq		reads		ENCSR341TTW	CRISPR RNA-seq	/human-donors/ENCDO000AAD/	EFO:0002067	K562	cell line	Homo sapiens				CRISPR	deletion						polyadenylated mRNA		Maxwell 16 LEV simpleRNA Cells Kit (Promega cat#: AS1270)			reverse	2017-12-06	ENCODE		chemical (Illumina TruSeq)	>200	2	2_1	100		paired-ended	2	/files/ENCFF860BAF/			2267814443	Brenton Graveley, UConn	8afeec205c3d20d32427b9d5eaee9e7b	SRA:SRR14843652	https://www.encodeproject.org/files/ENCFF593JVU/@@download/ENCFF593JVU.fastq.gz		Illumina HiSeq 2500		released	s3://encode-public/2017/11/20/86eb9ef7-5d58-4859-81a2-434bda640457/ENCFF593JVU.fastq.gz	https://datasetencode.blob.core.windows.net/dataset/2017/11/20/86eb9ef7-5d58-4859-81a2-434bda640457/ENCFF593JVU.fastq.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D			missing biosample characterization		
ENCFF467IYJ	fastq	fastq		reads		ENCSR341TTW	CRISPR RNA-seq	/human-donors/ENCDO000AAD/	EFO:0002067	K562	cell line	Homo sapiens				CRISPR	deletion						polyadenylated mRNA		Maxwell 16 LEV simpleRNA Cells Kit (Promega cat#: AS1270)			reverse	2017-12-06	ENCODE		chemical (Illumina TruSeq)	>200	1	1_1	100		paired-ended	2	/files/ENCFF378KNS/			2120921545	Brenton Graveley, UConn	3cbb6d814aab87e0437d1fbb21613d3b	SRA:SRR14843653	https://www.encodeproject.org/files/ENCFF467IYJ/@@download/ENCFF467IYJ.fastq.gz		Illumina HiSeq 2500		released	s3://encode-public/2017/11/20/9e1e4406-54b4-435a-a9fb-b4f08f58bba6/ENCFF467IYJ.fastq.gz	https://datasetencode.blob.core.windows.net/dataset/2017/11/20/9e1e4406-54b4-435a-a9fb-b4f08f58bba6/ENCFF467IYJ.fastq.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D			missing biosample characterization		
ENCFF339KWQ	fastq	fastq		reads		ENCSR964YLV	CRISPR RNA-seq	/human-donors/ENCDO000AAC/	EFO:0001187	HepG2	cell line	Homo sapiens				CRISPR	deletion	{'schema_version': '14', 'aliases': [], 'organism': {'schema_version': '6', '@type': ['Organism', 'Item'], 'name': 'human', 'taxon_id': '9606', 'scientific_name': 'Homo sapiens', '@id': '/organisms/human/', 'uuid': '7745b647-ff15-4ff3-9ced-b897d4e2983c', 'status': 'released'}, 'genes': ['/genes/8667/'], '@type': ['Target', 'Item'], 'name': 'EIF3H-human', 'label': 'EIF3H', '@id': '/targets/EIF3H-human/', 'title': 'EIF3H (Homo sapiens)', 'investigated_as': ['RNA binding protein'], 'uuid': '3a22341c-81d1-4319-9159-f0c27974918b', 'status': 'released'}				EIF3H-human	polyadenylated mRNA		Maxwell 16 LEV simpleRNA Cells Kit (Promega cat#: AS1270)			reverse	2017-12-06	ENCODE		chemical (Illumina TruSeq)	>200	2	2_1	100		paired-ended	1	/files/ENCFF013HID/			2295415369	Brenton Graveley, UConn	75e4c5857a4b71e24a00822eaff0cb6e	SRA:SRR14847786	https://www.encodeproject.org/files/ENCFF339KWQ/@@download/ENCFF339KWQ.fastq.gz		Illumina HiSeq 2500	/files/ENCFF683KQQ/, /files/ENCFF784BBJ/	released	s3://encode-public/2017/11/20/658bfbf2-934b-417a-8dee-6769d2765595/ENCFF339KWQ.fastq.gz	https://datasetencode.blob.core.windows.net/dataset/2017/11/20/658bfbf2-934b-417a-8dee-6769d2765595/ENCFF339KWQ.fastq.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D			missing compliant biosample characterization	missing spikeins	
ENCFF492VLP	fastq	fastq		reads		ENCSR964YLV	CRISPR RNA-seq	/human-donors/ENCDO000AAC/	EFO:0001187	HepG2	cell line	Homo sapiens				CRISPR	deletion	{'schema_version': '14', 'aliases': [], 'organism': {'schema_version': '6', '@type': ['Organism', 'Item'], 'name': 'human', 'taxon_id': '9606', 'scientific_name': 'Homo sapiens', '@id': '/organisms/human/', 'uuid': '7745b647-ff15-4ff3-9ced-b897d4e2983c', 'status': 'released'}, 'genes': ['/genes/8667/'], '@type': ['Target', 'Item'], 'name': 'EIF3H-human', 'label': 'EIF3H', '@id': '/targets/EIF3H-human/', 'title': 'EIF3H (Homo sapiens)', 'investigated_as': ['RNA binding protein'], 'uuid': '3a22341c-81d1-4319-9159-f0c27974918b', 'status': 'released'}				EIF3H-human	polyadenylated mRNA		Maxwell 16 LEV simpleRNA Cells Kit (Promega cat#: AS1270)			reverse	2017-12-06	ENCODE		chemical (Illumina TruSeq)	>200	1	1_1	100		paired-ended	1	/files/ENCFF036PPZ/			2872446079	Brenton Graveley, UConn	c364e54a9baececff8b098af73abe687	SRA:SRR14847785	https://www.encodeproject.org/files/ENCFF492VLP/@@download/ENCFF492VLP.fastq.gz		Illumina HiSeq 2500	/files/ENCFF683KQQ/, /files/ENCFF784BBJ/	released	s3://encode-public/2017/11/20/95fce8db-423d-4913-aed3-7be3cbcb8c01/ENCFF492VLP.fastq.gz	https://datasetencode.blob.core.windows.net/dataset/2017/11/20/95fce8db-423d-4913-aed3-7be3cbcb8c01/ENCFF492VLP.fastq.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D			missing compliant biosample characterization	missing spikeins	
ENCFF036PPZ	fastq	fastq		reads		ENCSR964YLV	CRISPR RNA-seq	/human-donors/ENCDO000AAC/	EFO:0001187	HepG2	cell line	Homo sapiens				CRISPR	deletion	{'schema_version': '14', 'aliases': [], 'organism': {'schema_version': '6', '@type': ['Organism', 'Item'], 'name': 'human', 'taxon_id': '9606', 'scientific_name': 'Homo sapiens', '@id': '/organisms/human/', 'uuid': '7745b647-ff15-4ff3-9ced-b897d4e2983c', 'status': 'released'}, 'genes': ['/genes/8667/'], '@type': ['Target', 'Item'], 'name': 'EIF3H-human', 'label': 'EIF3H', '@id': '/targets/EIF3H-human/', 'title': 'EIF3H (Homo sapiens)', 'investigated_as': ['RNA binding protein'], 'uuid': '3a22341c-81d1-4319-9159-f0c27974918b', 'status': 'released'}				EIF3H-human	polyadenylated mRNA		Maxwell 16 LEV simpleRNA Cells Kit (Promega cat#: AS1270)			reverse	2017-12-06	ENCODE		chemical (Illumina TruSeq)	>200	1	1_1	100		paired-ended	2	/files/ENCFF492VLP/			2810132432	Brenton Graveley, UConn	643a2256d7245a474cd8966d1095097b	SRA:SRR14847785	https://www.encodeproject.org/files/ENCFF036PPZ/@@download/ENCFF036PPZ.fastq.gz		Illumina HiSeq 2500	/files/ENCFF224AVH/, /files/ENCFF559ZHD/	released	s3://encode-public/2017/11/20/73bef94d-865a-44d8-9c92-c2614d234c4b/ENCFF036PPZ.fastq.gz	https://datasetencode.blob.core.windows.net/dataset/2017/11/20/73bef94d-865a-44d8-9c92-c2614d234c4b/ENCFF036PPZ.fastq.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D			missing compliant biosample characterization	missing spikeins	
ENCFF013HID	fastq	fastq		reads		ENCSR964YLV	CRISPR RNA-seq	/human-donors/ENCDO000AAC/	EFO:0001187	HepG2	cell line	Homo sapiens				CRISPR	deletion	{'schema_version': '14', 'aliases': [], 'organism': {'schema_version': '6', '@type': ['Organism', 'Item'], 'name': 'human', 'taxon_id': '9606', 'scientific_name': 'Homo sapiens', '@id': '/organisms/human/', 'uuid': '7745b647-ff15-4ff3-9ced-b897d4e2983c', 'status': 'released'}, 'genes': ['/genes/8667/'], '@type': ['Target', 'Item'], 'name': 'EIF3H-human', 'label': 'EIF3H', '@id': '/targets/EIF3H-human/', 'title': 'EIF3H (Homo sapiens)', 'investigated_as': ['RNA binding protein'], 'uuid': '3a22341c-81d1-4319-9159-f0c27974918b', 'status': 'released'}				EIF3H-human	polyadenylated mRNA		Maxwell 16 LEV simpleRNA Cells Kit (Promega cat#: AS1270)			reverse	2017-12-06	ENCODE		chemical (Illumina TruSeq)	>200	2	2_1	100		paired-ended	2	/files/ENCFF339KWQ/			2329226067	Brenton Graveley, UConn	59e0ba57de8ea4b4269ca53331b20b89	SRA:SRR14847786	https://www.encodeproject.org/files/ENCFF013HID/@@download/ENCFF013HID.fastq.gz		Illumina HiSeq 2500	/files/ENCFF224AVH/, /files/ENCFF559ZHD/	released	s3://encode-public/2017/11/20/a98d0081-1d9c-4ccb-b80d-4e0264725209/ENCFF013HID.fastq.gz	https://datasetencode.blob.core.windows.net/dataset/2017/11/20/a98d0081-1d9c-4ccb-b80d-4e0264725209/ENCFF013HID.fastq.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D			missing compliant biosample characterization	missing spikeins	
ENCFF294FVZ	fastq	fastq		reads		ENCSR406SEH	CRISPR RNA-seq	/human-donors/ENCDO000AAD/	EFO:0002067	K562	cell line	Homo sapiens				CRISPR	deletion	{'schema_version': '14', 'aliases': [], 'organism': {'schema_version': '6', '@type': ['Organism', 'Item'], 'name': 'human', 'taxon_id': '9606', 'scientific_name': 'Homo sapiens', '@id': '/organisms/human/', 'uuid': '7745b647-ff15-4ff3-9ced-b897d4e2983c', 'status': 'released'}, 'genes': ['/genes/56915/'], '@type': ['Target', 'Item'], 'name': 'EXOSC5-human', 'label': 'EXOSC5', '@id': '/targets/EXOSC5-human/', 'title': 'EXOSC5 (Homo sapiens)', 'investigated_as': ['RNA binding protein'], 'uuid': '24868f2c-262e-4b0f-a6e2-a325a23a8c74', 'status': 'released'}				EXOSC5-human	polyadenylated mRNA		Maxwell 16 LEV simpleRNA Cells Kit (Promega cat#: AS1270)			reverse	2017-12-09	ENCODE		chemical (Illumina TruSeq)	>200	2	2_1	100		paired-ended	1	/files/ENCFF754RHC/			2119938305	Brenton Graveley, UConn	dc8841a49b6eb9af2ec977514735d173	SRA:SRR14841779	https://www.encodeproject.org/files/ENCFF294FVZ/@@download/ENCFF294FVZ.fastq.gz		Illumina HiSeq 2500	/files/ENCFF378KNS/, /files/ENCFF860BAF/	released	s3://encode-public/2017/11/20/dc305fd3-2163-405c-813e-313548bafc56/ENCFF294FVZ.fastq.gz	https://datasetencode.blob.core.windows.net/dataset/2017/11/20/dc305fd3-2163-405c-813e-313548bafc56/ENCFF294FVZ.fastq.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D			missing biosample characterization		
ENCFF754RHC	fastq	fastq		reads		ENCSR406SEH	CRISPR RNA-seq	/human-donors/ENCDO000AAD/	EFO:0002067	K562	cell line	Homo sapiens				CRISPR	deletion	{'schema_version': '14', 'aliases': [], 'organism': {'schema_version': '6', '@type': ['Organism', 'Item'], 'name': 'human', 'taxon_id': '9606', 'scientific_name': 'Homo sapiens', '@id': '/organisms/human/', 'uuid': '7745b647-ff15-4ff3-9ced-b897d4e2983c', 'status': 'released'}, 'genes': ['/genes/56915/'], '@type': ['Target', 'Item'], 'name': 'EXOSC5-human', 'label': 'EXOSC5', '@id': '/targets/EXOSC5-human/', 'title': 'EXOSC5 (Homo sapiens)', 'investigated_as': ['RNA binding protein'], 'uuid': '24868f2c-262e-4b0f-a6e2-a325a23a8c74', 'status': 'released'}				EXOSC5-human	polyadenylated mRNA		Maxwell 16 LEV simpleRNA Cells Kit (Promega cat#: AS1270)			reverse	2017-12-09	ENCODE		chemical (Illumina TruSeq)	>200	2	2_1	100		paired-ended	2	/files/ENCFF294FVZ/			2127453691	Brenton Graveley, UConn	35554bb0d3ff680cd6a4cc460193b167	SRA:SRR14841779	https://www.encodeproject.org/files/ENCFF754RHC/@@download/ENCFF754RHC.fastq.gz		Illumina HiSeq 2500	/files/ENCFF467IYJ/, /files/ENCFF593JVU/	released	s3://encode-public/2017/11/20/36ffd5f8-326c-4790-ac8c-90ae9a4befac/ENCFF754RHC.fastq.gz	https://datasetencode.blob.core.windows.net/dataset/2017/11/20/36ffd5f8-326c-4790-ac8c-90ae9a4befac/ENCFF754RHC.fastq.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D			missing biosample characterization		
ENCFF531FDU	fastq	fastq		reads		ENCSR406SEH	CRISPR RNA-seq	/human-donors/ENCDO000AAD/	EFO:0002067	K562	cell line	Homo sapiens				CRISPR	deletion	{'schema_version': '14', 'aliases': [], 'organism': {'schema_version': '6', '@type': ['Organism', 'Item'], 'name': 'human', 'taxon_id': '9606', 'scientific_name': 'Homo sapiens', '@id': '/organisms/human/', 'uuid': '7745b647-ff15-4ff3-9ced-b897d4e2983c', 'status': 'released'}, 'genes': ['/genes/56915/'], '@type': ['Target', 'Item'], 'name': 'EXOSC5-human', 'label': 'EXOSC5', '@id': '/targets/EXOSC5-human/', 'title': 'EXOSC5 (Homo sapiens)', 'investigated_as': ['RNA binding protein'], 'uuid': '24868f2c-262e-4b0f-a6e2-a325a23a8c74', 'status': 'released'}				EXOSC5-human	polyadenylated mRNA		Maxwell 16 LEV simpleRNA Cells Kit (Promega cat#: AS1270)			reverse	2017-12-09	ENCODE		chemical (Illumina TruSeq)	>200	1	1_1	100		paired-ended	1	/files/ENCFF395GPY/			2431582745	Brenton Graveley, UConn	1e1f5261348957dfc8e369647d3ca09f	SRA:SRR14841780	https://www.encodeproject.org/files/ENCFF531FDU/@@download/ENCFF531FDU.fastq.gz		Illumina HiSeq 2500	/files/ENCFF378KNS/, /files/ENCFF860BAF/	released	s3://encode-public/2017/11/20/a1990769-c4c6-4ccb-b708-89471d3f9cef/ENCFF531FDU.fastq.gz	https://datasetencode.blob.core.windows.net/dataset/2017/11/20/a1990769-c4c6-4ccb-b708-89471d3f9cef/ENCFF531FDU.fastq.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D			missing biosample characterization		
ENCFF395GPY	fastq	fastq		reads		ENCSR406SEH	CRISPR RNA-seq	/human-donors/ENCDO000AAD/	EFO:0002067	K562	cell line	Homo sapiens				CRISPR	deletion	{'schema_version': '14', 'aliases': [], 'organism': {'schema_version': '6', '@type': ['Organism', 'Item'], 'name': 'human', 'taxon_id': '9606', 'scientific_name': 'Homo sapiens', '@id': '/organisms/human/', 'uuid': '7745b647-ff15-4ff3-9ced-b897d4e2983c', 'status': 'released'}, 'genes': ['/genes/56915/'], '@type': ['Target', 'Item'], 'name': 'EXOSC5-human', 'label': 'EXOSC5', '@id': '/targets/EXOSC5-human/', 'title': 'EXOSC5 (Homo sapiens)', 'investigated_as': ['RNA binding protein'], 'uuid': '24868f2c-262e-4b0f-a6e2-a325a23a8c74', 'status': 'released'}				EXOSC5-human	polyadenylated mRNA		Maxwell 16 LEV simpleRNA Cells Kit (Promega cat#: AS1270)			reverse	2017-12-09	ENCODE		chemical (Illumina TruSeq)	>200	1	1_1	100		paired-ended	2	/files/ENCFF531FDU/			2433858540	Brenton Graveley, UConn	6269de524e793abc9d4e5366ec3b9b05	SRA:SRR14841780	https://www.encodeproject.org/files/ENCFF395GPY/@@download/ENCFF395GPY.fastq.gz		Illumina HiSeq 2500	/files/ENCFF467IYJ/, /files/ENCFF593JVU/	released	s3://encode-public/2017/11/20/127b10a2-36c7-4608-9566-86ef389b3846/ENCFF395GPY.fastq.gz	https://datasetencode.blob.core.windows.net/dataset/2017/11/20/127b10a2-36c7-4608-9566-86ef389b3846/ENCFF395GPY.fastq.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D			missing biosample characterization		
ENCFF632DVV	fastq	fastq		reads		ENCSR428WVZ	CRISPR RNA-seq	/human-donors/ENCDO000AAC/	EFO:0001187	HepG2	cell line	Homo sapiens				CRISPR	deletion	{'schema_version': '14', 'aliases': ['michael-snyder:TS-2047'], 'organism': {'schema_version': '6', '@type': ['Organism', 'Item'], 'name': 'human', 'taxon_id': '9606', 'scientific_name': 'Homo sapiens', '@id': '/organisms/human/', 'uuid': '7745b647-ff15-4ff3-9ced-b897d4e2983c', 'status': 'released'}, 'genes': ['/genes/23405/'], '@type': ['Target', 'Item'], 'name': 'DICER1-human', 'label': 'DICER1', '@id': '/targets/DICER1-human/', 'title': 'DICER1 (Homo sapiens)', 'investigated_as': ['RNA binding protein'], 'uuid': '2c2a3ea5-5c67-4a8b-98ef-5538d2d39e70', 'status': 'released'}				DICER1-human	polyadenylated mRNA		Maxwell 16 LEV simpleRNA Cells Kit (Promega cat#: AS1270)			reverse	2020-11-30	ENCODE		chemical (Illumina TruSeq)	>200	1	1_1	100		paired-ended	1	/files/ENCFF136CKK/			2809075578	Brenton Graveley, UConn	3eadec31da1909d76a132170aa42b58d	SRA:SRR14832751	https://www.encodeproject.org/files/ENCFF632DVV/@@download/ENCFF632DVV.fastq.gz		Illumina NovaSeq 6000	/files/ENCFF906ZOH/, /files/ENCFF788MKI/	released	s3://encode-public/2020/09/29/beded7fc-c70e-45be-b36d-40fa4bc33947/ENCFF632DVV.fastq.gz	https://datasetencode.blob.core.windows.net/dataset/2020/09/29/beded7fc-c70e-45be-b36d-40fa4bc33947/ENCFF632DVV.fastq.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D			missing biosample characterization		
ENCFF136CKK	fastq	fastq		reads		ENCSR428WVZ	CRISPR RNA-seq	/human-donors/ENCDO000AAC/	EFO:0001187	HepG2	cell line	Homo sapiens				CRISPR	deletion	{'schema_version': '14', 'aliases': ['michael-snyder:TS-2047'], 'organism': {'schema_version': '6', '@type': ['Organism', 'Item'], 'name': 'human', 'taxon_id': '9606', 'scientific_name': 'Homo sapiens', '@id': '/organisms/human/', 'uuid': '7745b647-ff15-4ff3-9ced-b897d4e2983c', 'status': 'released'}, 'genes': ['/genes/23405/'], '@type': ['Target', 'Item'], 'name': 'DICER1-human', 'label': 'DICER1', '@id': '/targets/DICER1-human/', 'title': 'DICER1 (Homo sapiens)', 'investigated_as': ['RNA binding protein'], 'uuid': '2c2a3ea5-5c67-4a8b-98ef-5538d2d39e70', 'status': 'released'}				DICER1-human	polyadenylated mRNA		Maxwell 16 LEV simpleRNA Cells Kit (Promega cat#: AS1270)			reverse	2020-11-30	ENCODE		chemical (Illumina TruSeq)	>200	1	1_1	100		paired-ended	2	/files/ENCFF632DVV/			3015311498	Brenton Graveley, UConn	9b8813d61d0fa3dc84f6b6740dd9d62a	SRA:SRR14832751	https://www.encodeproject.org/files/ENCFF136CKK/@@download/ENCFF136CKK.fastq.gz		Illumina NovaSeq 6000	/files/ENCFF930MSC/, /files/ENCFF990XOE/	released	s3://encode-public/2020/09/29/3968701a-4bff-4c2b-93e5-0ce1e44e0061/ENCFF136CKK.fastq.gz	https://datasetencode.blob.core.windows.net/dataset/2020/09/29/3968701a-4bff-4c2b-93e5-0ce1e44e0061/ENCFF136CKK.fastq.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D			missing biosample characterization		
ENCFF048JFN	fastq	fastq		reads		ENCSR428WVZ	CRISPR RNA-seq	/human-donors/ENCDO000AAC/	EFO:0001187	HepG2	cell line	Homo sapiens				CRISPR	deletion	{'schema_version': '14', 'aliases': ['michael-snyder:TS-2047'], 'organism': {'schema_version': '6', '@type': ['Organism', 'Item'], 'name': 'human', 'taxon_id': '9606', 'scientific_name': 'Homo sapiens', '@id': '/organisms/human/', 'uuid': '7745b647-ff15-4ff3-9ced-b897d4e2983c', 'status': 'released'}, 'genes': ['/genes/23405/'], '@type': ['Target', 'Item'], 'name': 'DICER1-human', 'label': 'DICER1', '@id': '/targets/DICER1-human/', 'title': 'DICER1 (Homo sapiens)', 'investigated_as': ['RNA binding protein'], 'uuid': '2c2a3ea5-5c67-4a8b-98ef-5538d2d39e70', 'status': 'released'}				DICER1-human	polyadenylated mRNA		Maxwell 16 LEV simpleRNA Cells Kit (Promega cat#: AS1270)			reverse	2020-11-30	ENCODE		chemical (Illumina TruSeq)	>200	2	2_1	100		paired-ended	1	/files/ENCFF698UZM/			2707532045	Brenton Graveley, UConn	4be5b0dd85bcc9b75960250cdfe533e3	SRA:SRR14832750	https://www.encodeproject.org/files/ENCFF048JFN/@@download/ENCFF048JFN.fastq.gz		Illumina NovaSeq 6000	/files/ENCFF906ZOH/, /files/ENCFF788MKI/	released	s3://encode-public/2020/09/29/1d9f055a-c5b8-4d2f-be8f-257f9746daf0/ENCFF048JFN.fastq.gz	https://datasetencode.blob.core.windows.net/dataset/2020/09/29/1d9f055a-c5b8-4d2f-be8f-257f9746daf0/ENCFF048JFN.fastq.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D			missing biosample characterization		
ENCFF698UZM	fastq	fastq		reads		ENCSR428WVZ	CRISPR RNA-seq	/human-donors/ENCDO000AAC/	EFO:0001187	HepG2	cell line	Homo sapiens				CRISPR	deletion	{'schema_version': '14', 'aliases': ['michael-snyder:TS-2047'], 'organism': {'schema_version': '6', '@type': ['Organism', 'Item'], 'name': 'human', 'taxon_id': '9606', 'scientific_name': 'Homo sapiens', '@id': '/organisms/human/', 'uuid': '7745b647-ff15-4ff3-9ced-b897d4e2983c', 'status': 'released'}, 'genes': ['/genes/23405/'], '@type': ['Target', 'Item'], 'name': 'DICER1-human', 'label': 'DICER1', '@id': '/targets/DICER1-human/', 'title': 'DICER1 (Homo sapiens)', 'investigated_as': ['RNA binding protein'], 'uuid': '2c2a3ea5-5c67-4a8b-98ef-5538d2d39e70', 'status': 'released'}				DICER1-human	polyadenylated mRNA		Maxwell 16 LEV simpleRNA Cells Kit (Promega cat#: AS1270)			reverse	2020-11-30	ENCODE		chemical (Illumina TruSeq)	>200	2	2_1	100		paired-ended	2	/files/ENCFF048JFN/			2859226870	Brenton Graveley, UConn	4fa1beddccd5e913d1f8204221d38595	SRA:SRR14832750	https://www.encodeproject.org/files/ENCFF698UZM/@@download/ENCFF698UZM.fastq.gz		Illumina NovaSeq 6000	/files/ENCFF930MSC/, /files/ENCFF990XOE/	released	s3://encode-public/2020/09/29/1961b73e-70e6-497d-bc8c-717514a44e82/ENCFF698UZM.fastq.gz	https://datasetencode.blob.core.windows.net/dataset/2020/09/29/1961b73e-70e6-497d-bc8c-717514a44e82/ENCFF698UZM.fastq.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D			missing biosample characterization		
ENCFF726DVL	fastq	fastq		reads		ENCSR020EBN	CRISPR RNA-seq	/human-donors/ENCDO000AAC/	EFO:0001187	HepG2	cell line	Homo sapiens				CRISPR	deletion	{'schema_version': '14', 'aliases': ['michael-snyder:TS-1172'], 'organism': {'schema_version': '6', '@type': ['Organism', 'Item'], 'name': 'human', 'taxon_id': '9606', 'scientific_name': 'Homo sapiens', '@id': '/organisms/human/', 'uuid': '7745b647-ff15-4ff3-9ced-b897d4e2983c', 'status': 'released'}, 'genes': ['/genes/56931/'], '@type': ['Target', 'Item'], 'name': 'DUS3L-human', 'label': 'DUS3L', '@id': '/targets/DUS3L-human/', 'title': 'DUS3L (Homo sapiens)', 'investigated_as': ['RNA binding protein'], 'uuid': '9fc7a658-6221-4c5d-8f6f-d73321b35eed', 'status': 'released'}				DUS3L-human	polyadenylated mRNA		Maxwell 16 LEV simpleRNA Cells Kit (Promega cat#: AS1270)			reverse	2020-11-30	ENCODE		chemical (Illumina TruSeq)	>200	1	1_1	100		paired-ended	2	/files/ENCFF603HYQ/			4685811560	Brenton Graveley, UConn	bb67cc47e69a2d842728825c316bf745	SRA:SRR14838426	https://www.encodeproject.org/files/ENCFF726DVL/@@download/ENCFF726DVL.fastq.gz		Illumina NovaSeq 6000	/files/ENCFF550MXW/, /files/ENCFF003PFD/	released	s3://encode-public/2020/09/29/1fa5c2a1-998e-405e-b0df-8f29b28a9498/ENCFF726DVL.fastq.gz	https://datasetencode.blob.core.windows.net/dataset/2020/09/29/1fa5c2a1-998e-405e-b0df-8f29b28a9498/ENCFF726DVL.fastq.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D			missing compliant biosample characterization		
ENCFF990GBY	fastq	fastq		reads		ENCSR020EBN	CRISPR RNA-seq	/human-donors/ENCDO000AAC/	EFO:0001187	HepG2	cell line	Homo sapiens				CRISPR	deletion	{'schema_version': '14', 'aliases': ['michael-snyder:TS-1172'], 'organism': {'schema_version': '6', '@type': ['Organism', 'Item'], 'name': 'human', 'taxon_id': '9606', 'scientific_name': 'Homo sapiens', '@id': '/organisms/human/', 'uuid': '7745b647-ff15-4ff3-9ced-b897d4e2983c', 'status': 'released'}, 'genes': ['/genes/56931/'], '@type': ['Target', 'Item'], 'name': 'DUS3L-human', 'label': 'DUS3L', '@id': '/targets/DUS3L-human/', 'title': 'DUS3L (Homo sapiens)', 'investigated_as': ['RNA binding protein'], 'uuid': '9fc7a658-6221-4c5d-8f6f-d73321b35eed', 'status': 'released'}				DUS3L-human	polyadenylated mRNA		Maxwell 16 LEV simpleRNA Cells Kit (Promega cat#: AS1270)			reverse	2020-11-30	ENCODE		chemical (Illumina TruSeq)	>200	2	2_1	100		paired-ended	1	/files/ENCFF260HRX/			4264706359	Brenton Graveley, UConn	878b8ff74d2796cd74302e817cd06fca	SRA:SRR14838425	https://www.encodeproject.org/files/ENCFF990GBY/@@download/ENCFF990GBY.fastq.gz		Illumina NovaSeq 6000	/files/ENCFF500CKU/, /files/ENCFF078QWK/	released	s3://encode-public/2020/09/29/56ffdb57-967e-43ba-b5f6-b3d39786cd40/ENCFF990GBY.fastq.gz	https://datasetencode.blob.core.windows.net/dataset/2020/09/29/56ffdb57-967e-43ba-b5f6-b3d39786cd40/ENCFF990GBY.fastq.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D			missing compliant biosample characterization		
