run_accession	experiment_title	study_accession	aligned	sample_accession	altitude	assembly_quality	assembly_software	bam_aspera	bam_bytes	bam_ftp	bam_galaxy	bam_md5	base_count	binning_software	bio_material	bisulfite_protocol	broad_scale_environmental_context	broker_name	cage_protocol	cell_line	cell_type	center_name	checklist	chip_ab_provider	chip_protocol	chip_target	collected_by	collection_date	collection_date_end	collection_date_start	completeness_score	contamination_score	control_experiment	country	cultivar	culture_collection	depth	description	dev_stage	dnase_protocol	ecotype	elevation	environment_biome	environment_feature	environment_material	environmental_medium	environmental_sample	experiment_accession	experiment_alias	experiment_target	experimental_factor	experimental_protocol	extraction_protocol	faang_library_selection	fastq_aspera	fastq_bytes	fastq_ftp	fastq_galaxy	fastq_md5	file_location	first_created	first_public	germline	hi_c_protocol	host	host_body_site	host_genotype	host_gravidity	host_growth_conditions	host_phenotype	host_scientific_name	host_sex	host_status	host_tax_id	identified_by	instrument_model	instrument_platform	investigation_type	isolate	isolation_source	last_updated	lat	library_construction_protocol	library_gen_protocol	library_layout	library_max_fragment_size	library_min_fragment_size	library_name	library_pcr_isolation_protocol	library_prep_date	library_prep_date_format	library_prep_latitude	library_prep_location	library_prep_longitude	library_selection	library_source	library_strategy	local_environmental_context	location	location_end	location_start	lon	marine_region	mating_type	ncbi_reporting_standard	nominal_length	nominal_sdev	pcr_isolation_protocol	ph	project_name	protocol_label	read_count	read_strand	restriction_enzyme	restriction_enzyme_target_sequence	restriction_site	rna_integrity_num	rna_prep_3_protocol	rna_prep_5_protocol	rna_purity_230_ratio	rna_purity_280_ratio	rt_prep_protocol	run_alias	run_date	salinity	sample_alias	sample_capture_status	sample_collection	sample_description	sample_material	sample_prep_interval	sample_prep_interval_units	sample_storage	sample_storage_processing	sample_title	cell_line_name	replicate	condition	PERT_TYPE	PERT_ENSEMBL	PERT_GENE	control_samples	pert_time	pert_time_units	pert_concentration	pert_concentration_units	sampling_campaign	sampling_platform	sampling_site	tax_id	scientific_name	secondary_project	secondary_sample_accession	secondary_study_accession	sequencing_date	sequencing_date_format	sequencing_location	sequencing_longitude	sequencing_method	sequencing_primer_catalog	sequencing_primer_lot	sequencing_primer_provider	serotype	serovar	sex	specimen_voucher	sra_aspera	sra_bytes	sra_ftp	sra_galaxy	sra_md5	status	strain	study_alias	study_title	sub_species	sub_strain	submission_accession	submission_tool	submitted_aspera	submitted_bytes	submitted_format	submitted_ftp	submitted_galaxy	submitted_host_sex	submitted_md5	submitted_read_type	tag	target_gene	taxonomic_classification	taxonomic_identity_marker	temperature	tissue_lib	tissue_type	transposase_protocol	variety
SRR6726585	Illumina HiSeq 2500 sequencing: GSM3004155: GBM-3_2_130d (techn. Rep. 1) Homo sapiens RNA-Seq	PRJNA434108		SAMN08536471									659478700									GEO																Illumina HiSeq 2500 sequencing: GSM3004155: GBM-3_2_130d (techn. Rep. 1) Homo sapiens RNA-Seq										SRX3699602	GSM3004155						fasp.sra.ebi.ac.uk:/vol1/fastq/SRR672/005/SRR6726585/SRR6726585.fastq.gz	382376221	ftp.sra.ebi.ac.uk/vol1/fastq/SRR672/005/SRR6726585/SRR6726585.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR672/005/SRR6726585/SRR6726585.fastq.gz	fd62aa3cbe2b23513087dc9fbafa4076		2018-05-31	2018-05-31														Illumina HiSeq 2500	ILLUMINA				2018-05-31		RNA was isolated from individual organoids using RNeasy Micro Kit (QIAGEN, cat. #74004) according to the manufacturers instructions. RNA concentration and integrity was analysed using RNA 6000 Nano Chip (Agilent techReplicatenologies, cat. #5067-1511). RNA was enriched for mRNA using SMART-Seq v4 Ultra Low Input RNA Kit (Clontech, cat. # 634891). Libraries were prepared using NEBNext Ultra Directional RNA Library Prep Kit for Illumina (NEB, cat. # E7420L). Barcoded samples were multiplexed and sequenced 50bp SE on a HighSeq2500 (Illumina). Sample preparation and sequencing was performed at the VBCF NGS Unit (www.vbcf.ac.at). Samples were sequenced twice each.		SINGLE										cDNA	TRANSCRIPTOMIC	RNA-Seq								Generic					Targeted mutagenesis recapitulates brain tumor initiation in cerebral organoids (RNA-seq data set: 130d)		13189574											GSM3004155_r1			GSM3004155			GBM-3_2_130d (techn. Rep. 1)						GBM-3_2_130d (techn. Rep. 1)	ORGANOID_GBM	2	MUT_COMBINATION_3	MUTATION	ENSG00000146648,ENSG00000147889,ENSG00000171862	EGFR,CDKN2A,PTEN	SRR6726573,SRR6726591,SRR6726574,SRR6726592,SRR6726575,SRR6726593	130	days						9606	Homo sapiens		SRS2959076	SRP132872													fasp.sra.ebi.ac.uk:/vol1/srr/SRR672/005/SRR6726585	232663459	ftp.sra.ebi.ac.uk/vol1/srr/SRR672/005/SRR6726585	ftp.sra.ebi.ac.uk/vol1/srr/SRR672/005/SRR6726585	4d9f6fc5510ae7904eecd166329c1559	public		GSE110610	Targeted mutagenesis recapitulates brain tumor initiation in cerebral organoids (RNA-seq data set: 130d)			SRA659539										ena						cerebral organoids		
SRR6726603	Illumina HiSeq 2500 sequencing: GSM3004173: GBM-3_2_130d (techn. Rep. 2) Homo sapiens RNA-Seq	PRJNA434108		SAMN08536484									660620750									GEO																Illumina HiSeq 2500 sequencing: GSM3004173: GBM-3_2_130d (techn. Rep. 2) Homo sapiens RNA-Seq										SRX3699618	GSM3004173						fasp.sra.ebi.ac.uk:/vol1/fastq/SRR672/003/SRR6726603/SRR6726603.fastq.gz	383858507	ftp.sra.ebi.ac.uk/vol1/fastq/SRR672/003/SRR6726603/SRR6726603.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR672/003/SRR6726603/SRR6726603.fastq.gz	eb7e77d2f60a8f46562cd8d1d522269e		2018-05-31	2018-05-31														Illumina HiSeq 2500	ILLUMINA				2018-05-31		RNA was isolated from individual organoids using RNeasy Micro Kit (QIAGEN, cat. #74004) according to the manufacturers instructions. RNA concentration and integrity was analysed using RNA 6000 Nano Chip (Agilent techReplicatenologies, cat. #5067-1511). RNA was enriched for mRNA using SMART-Seq v4 Ultra Low Input RNA Kit (Clontech, cat. # 634891). Libraries were prepared using NEBNext Ultra Directional RNA Library Prep Kit for Illumina (NEB, cat. # E7420L). Barcoded samples were multiplexed and sequenced 50bp SE on a HighSeq2500 (Illumina). Sample preparation and sequencing was performed at the VBCF NGS Unit (www.vbcf.ac.at). Samples were sequenced twice each.		SINGLE										cDNA	TRANSCRIPTOMIC	RNA-Seq								Generic					Targeted mutagenesis recapitulates brain tumor initiation in cerebral organoids (RNA-seq data set: 130d)		13212415											GSM3004173_r1			GSM3004173			GBM-3_2_130d (techn. Rep. 2)						GBM-3_2_130d (techn. Rep. 2)	ORGANOID_GBM	2	MUT_COMBINATION_3	MUTATION	ENSG00000146648,ENSG00000147889,ENSG00000171862	EGFR,CDKN2A,PTEN	SRR6726573,SRR6726591,SRR6726574,SRR6726592,SRR6726575,SRR6726593	130	days						9606	Homo sapiens		SRS2959091	SRP132872													fasp.sra.ebi.ac.uk:/vol1/srr/SRR672/003/SRR6726603	234056625	ftp.sra.ebi.ac.uk/vol1/srr/SRR672/003/SRR6726603	ftp.sra.ebi.ac.uk/vol1/srr/SRR672/003/SRR6726603	dea49e286789ab52246cc4ed76ea78ac	public		GSE110610	Targeted mutagenesis recapitulates brain tumor initiation in cerebral organoids (RNA-seq data set: 130d)			SRA659539										ena						cerebral organoids		
SRR5837565	Illumina HiSeq 2500 sequencing: GSM2706327: GBM-3_2_45d (techn. Rep. 1) Homo sapiens RNA-Seq	PRJNA394872		SAMN07361757									929290300									GEO																Illumina HiSeq 2500 sequencing: GSM2706327: GBM-3_2_45d (techn. Rep. 1) Homo sapiens RNA-Seq										SRX3014046	GSM2706327						fasp.sra.ebi.ac.uk:/vol1/fastq/SRR583/005/SRR5837565/SRR5837565.fastq.gz	538244474	ftp.sra.ebi.ac.uk/vol1/fastq/SRR583/005/SRR5837565/SRR5837565.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR583/005/SRR5837565/SRR5837565.fastq.gz	f15606b61a243260e1bd0c0a5e155d59		2018-05-31	2018-05-31														Illumina HiSeq 2500	ILLUMINA				2018-05-31		RNA was isolated from individual organoids using RNeasy Micro Kit (QIAGEN, cat. #74004) according to the manufacturers instructions. RNA concentration and integrity was analysed using RNA 6000 Nano Chip (Agilent techReplicatenologies, cat. #5067-1511). RNA was enriched for mRNA using SMART-Seq v4 Ultra Low Input RNA Kit (Clontech, cat. # 634891). Libraries were prepared using NEBNext Ultra Directional RNA Library Prep Kit for Illumina (NEB, cat. # E7420L). Barcoded samples were multiplexed and sequenced 50bp SE on a HighSeq2500 (Illumina). Sample preparation and sequencing was performed at the VBCF NGS Unit (www.vbcf.ac.at). Samples were sequenced twice each.		SINGLE										cDNA	TRANSCRIPTOMIC	RNA-Seq								Generic					Homo sapiens		18585806											GSM2706327_r1			GSM2706327			GBM-3_2_45d (techn. Rep. 1)						GBM-3_2_45d (techn. Rep. 1)	ORGANOID_GBM	2	MUT_COMBINATION_3	MUTATION	ENSG00000146648,ENSG00000147889,ENSG00000171862	EGFR,CDKN2A,PTEN	SRR5837557,SRR5837570,SRR5837558,SRR5837571,SRR5837559,SRR5837572	45	days						9606	Homo sapiens		SRS2363638	SRP112726													fasp.sra.ebi.ac.uk:/vol1/srr/SRR583/005/SRR5837565	327198445	ftp.sra.ebi.ac.uk/vol1/srr/SRR583/005/SRR5837565	ftp.sra.ebi.ac.uk/vol1/srr/SRR583/005/SRR5837565	b9a0e572eb662b668f180151ebbb6e2e	public		GSE101577	Targeted mutagenesis recapitulates brain tumor initiation in cerebral organoids (RNA-seq data set: 45d)			SRA588288										ena						cerebral organoids		
SRR5837578	Illumina HiSeq 2500 sequencing: GSM2706340: GBM-3_2_45d (techn. Rep. 2) Homo sapiens RNA-Seq	PRJNA394872		SAMN07361744									961033600									GEO																Illumina HiSeq 2500 sequencing: GSM2706340: GBM-3_2_45d (techn. Rep. 2) Homo sapiens RNA-Seq										SRX3014059	GSM2706340						fasp.sra.ebi.ac.uk:/vol1/fastq/SRR583/008/SRR5837578/SRR5837578.fastq.gz	564909755	ftp.sra.ebi.ac.uk/vol1/fastq/SRR583/008/SRR5837578/SRR5837578.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR583/008/SRR5837578/SRR5837578.fastq.gz	0db6d759053d3cb0fb5600114e018803		2018-05-31	2018-05-31														Illumina HiSeq 2500	ILLUMINA				2018-05-31		RNA was isolated from individual organoids using RNeasy Micro Kit (QIAGEN, cat. #74004) according to the manufacturers instructions. RNA concentration and integrity was analysed using RNA 6000 Nano Chip (Agilent techReplicatenologies, cat. #5067-1511). RNA was enriched for mRNA using SMART-Seq v4 Ultra Low Input RNA Kit (Clontech, cat. # 634891). Libraries were prepared using NEBNext Ultra Directional RNA Library Prep Kit for Illumina (NEB, cat. # E7420L). Barcoded samples were multiplexed and sequenced 50bp SE on a HighSeq2500 (Illumina). Sample preparation and sequencing was performed at the VBCF NGS Unit (www.vbcf.ac.at). Samples were sequenced twice each.		SINGLE										cDNA	TRANSCRIPTOMIC	RNA-Seq								Generic					Homo sapiens		19220672											GSM2706340_r1			GSM2706340			GBM-3_2_45d (techn. Rep. 2)						GBM-3_2_45d (techn. Rep. 2)	ORGANOID_GBM	2	MUT_COMBINATION_3	MUTATION	ENSG00000146648,ENSG00000147889,ENSG00000171862	EGFR,CDKN2A,PTEN	SRR5837557,SRR5837570,SRR5837558,SRR5837571,SRR5837559,SRR5837572	45	days						9606	Homo sapiens		SRS2363650	SRP112726													fasp.sra.ebi.ac.uk:/vol1/srr/SRR583/008/SRR5837578	344693511	ftp.sra.ebi.ac.uk/vol1/srr/SRR583/008/SRR5837578	ftp.sra.ebi.ac.uk/vol1/srr/SRR583/008/SRR5837578	98d84633b69d64449480a0bc096073f1	public		GSE101577	Targeted mutagenesis recapitulates brain tumor initiation in cerebral organoids (RNA-seq data set: 45d)			SRA588288										ena						cerebral organoids		
SRR6726586	Illumina HiSeq 2500 sequencing: GSM3004156: GBM-3_3_130d (techn. Rep. 1) Homo sapiens RNA-Seq	PRJNA434108		SAMN08536470									603332000									GEO																Illumina HiSeq 2500 sequencing: GSM3004156: GBM-3_3_130d (techn. Rep. 1) Homo sapiens RNA-Seq										SRX3699603	GSM3004156						fasp.sra.ebi.ac.uk:/vol1/fastq/SRR672/006/SRR6726586/SRR6726586.fastq.gz	377034111	ftp.sra.ebi.ac.uk/vol1/fastq/SRR672/006/SRR6726586/SRR6726586.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR672/006/SRR6726586/SRR6726586.fastq.gz	f22585489b09bfcc79b4aa70580249b1		2018-05-31	2018-05-31														Illumina HiSeq 2500	ILLUMINA				2018-05-31		RNA was isolated from individual organoids using RNeasy Micro Kit (QIAGEN, cat. #74004) according to the manufacturers instructions. RNA concentration and integrity was analysed using RNA 6000 Nano Chip (Agilent techReplicatenologies, cat. #5067-1511). RNA was enriched for mRNA using SMART-Seq v4 Ultra Low Input RNA Kit (Clontech, cat. # 634891). Libraries were prepared using NEBNext Ultra Directional RNA Library Prep Kit for Illumina (NEB, cat. # E7420L). Barcoded samples were multiplexed and sequenced 50bp SE on a HighSeq2500 (Illumina). Sample preparation and sequencing was performed at the VBCF NGS Unit (www.vbcf.ac.at). Samples were sequenced twice each.		SINGLE										cDNA	TRANSCRIPTOMIC	RNA-Seq								Generic					Targeted mutagenesis recapitulates brain tumor initiation in cerebral organoids (RNA-seq data set: 130d)		12066640											GSM3004156_r1			GSM3004156			GBM-3_3_130d (techn. Rep. 1)						GBM-3_3_130d (techn. Rep. 1)	ORGANOID_GBM	3	MUT_COMBINATION_3	MUTATION	ENSG00000146648,ENSG00000147889,ENSG00000171862	EGFR,CDKN2A,PTEN	SRR6726573,SRR6726591,SRR6726574,SRR6726592,SRR6726575,SRR6726593	130	days						9606	Homo sapiens		SRS2959077	SRP132872													fasp.sra.ebi.ac.uk:/vol1/srr/SRR672/006/SRR6726586	235288974	ftp.sra.ebi.ac.uk/vol1/srr/SRR672/006/SRR6726586	ftp.sra.ebi.ac.uk/vol1/srr/SRR672/006/SRR6726586	af758bd5ae74b43b291debca8767d946	public		GSE110610	Targeted mutagenesis recapitulates brain tumor initiation in cerebral organoids (RNA-seq data set: 130d)			SRA659539										ena						cerebral organoids		
SRR6726604	Illumina HiSeq 2500 sequencing: GSM3004174: GBM-3_3_130d (techn. Rep. 2) Homo sapiens RNA-Seq	PRJNA434108		SAMN08536496									609377550									GEO																Illumina HiSeq 2500 sequencing: GSM3004174: GBM-3_3_130d (techn. Rep. 2) Homo sapiens RNA-Seq										SRX3699619	GSM3004174						fasp.sra.ebi.ac.uk:/vol1/fastq/SRR672/004/SRR6726604/SRR6726604.fastq.gz	380593769	ftp.sra.ebi.ac.uk/vol1/fastq/SRR672/004/SRR6726604/SRR6726604.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR672/004/SRR6726604/SRR6726604.fastq.gz	ad9174657b48f08fb23f7f3f0b0782f7		2018-05-31	2018-05-31														Illumina HiSeq 2500	ILLUMINA				2018-05-31		RNA was isolated from individual organoids using RNeasy Micro Kit (QIAGEN, cat. #74004) according to the manufacturers instructions. RNA concentration and integrity was analysed using RNA 6000 Nano Chip (Agilent techReplicatenologies, cat. #5067-1511). RNA was enriched for mRNA using SMART-Seq v4 Ultra Low Input RNA Kit (Clontech, cat. # 634891). Libraries were prepared using NEBNext Ultra Directional RNA Library Prep Kit for Illumina (NEB, cat. # E7420L). Barcoded samples were multiplexed and sequenced 50bp SE on a HighSeq2500 (Illumina). Sample preparation and sequencing was performed at the VBCF NGS Unit (www.vbcf.ac.at). Samples were sequenced twice each.		SINGLE										cDNA	TRANSCRIPTOMIC	RNA-Seq								Generic					Targeted mutagenesis recapitulates brain tumor initiation in cerebral organoids (RNA-seq data set: 130d)		12187551											GSM3004174_r1			GSM3004174			GBM-3_3_130d (techn. Rep. 2)						GBM-3_3_130d (techn. Rep. 2)	ORGANOID_GBM	3	MUT_COMBINATION_3	MUTATION	ENSG00000146648,ENSG00000147889,ENSG00000171862	EGFR,CDKN2A,PTEN	SRR6726573,SRR6726591,SRR6726574,SRR6726592,SRR6726575,SRR6726593	130	days						9606	Homo sapiens		SRS2959092	SRP132872													fasp.sra.ebi.ac.uk:/vol1/srr/SRR672/004/SRR6726604	237636239	ftp.sra.ebi.ac.uk/vol1/srr/SRR672/004/SRR6726604	ftp.sra.ebi.ac.uk/vol1/srr/SRR672/004/SRR6726604	a108c3db476ecc9abbfd29a79e0ee394	public		GSE110610	Targeted mutagenesis recapitulates brain tumor initiation in cerebral organoids (RNA-seq data set: 130d)			SRA659539										ena						cerebral organoids		
SRR5837566	Illumina HiSeq 2500 sequencing: GSM2706328: GBM-3_3_45d (techn. Rep. 1) Homo sapiens RNA-Seq	PRJNA394872		SAMN07361756									894789300									GEO																Illumina HiSeq 2500 sequencing: GSM2706328: GBM-3_3_45d (techn. Rep. 1) Homo sapiens RNA-Seq										SRX3014047	GSM2706328						fasp.sra.ebi.ac.uk:/vol1/fastq/SRR583/006/SRR5837566/SRR5837566.fastq.gz	519034146	ftp.sra.ebi.ac.uk/vol1/fastq/SRR583/006/SRR5837566/SRR5837566.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR583/006/SRR5837566/SRR5837566.fastq.gz	4006d45e163d97f652366da3bde03a2b		2018-05-31	2018-05-31														Illumina HiSeq 2500	ILLUMINA				2018-05-31		RNA was isolated from individual organoids using RNeasy Micro Kit (QIAGEN, cat. #74004) according to the manufacturers instructions. RNA concentration and integrity was analysed using RNA 6000 Nano Chip (Agilent techReplicatenologies, cat. #5067-1511). RNA was enriched for mRNA using SMART-Seq v4 Ultra Low Input RNA Kit (Clontech, cat. # 634891). Libraries were prepared using NEBNext Ultra Directional RNA Library Prep Kit for Illumina (NEB, cat. # E7420L). Barcoded samples were multiplexed and sequenced 50bp SE on a HighSeq2500 (Illumina). Sample preparation and sequencing was performed at the VBCF NGS Unit (www.vbcf.ac.at). Samples were sequenced twice each.		SINGLE										cDNA	TRANSCRIPTOMIC	RNA-Seq								Generic					Homo sapiens		17895786											GSM2706328_r1			GSM2706328			GBM-3_3_45d (techn. Rep. 1)						GBM-3_3_45d (techn. Rep. 1)	ORGANOID_GBM	3	MUT_COMBINATION_3	MUTATION	ENSG00000146648,ENSG00000147889,ENSG00000171862	EGFR,CDKN2A,PTEN	SRR5837557,SRR5837570,SRR5837558,SRR5837571,SRR5837559,SRR5837572	45	days						9606	Homo sapiens		SRS2363639	SRP112726													fasp.sra.ebi.ac.uk:/vol1/srr/SRR583/006/SRR5837566	315919408	ftp.sra.ebi.ac.uk/vol1/srr/SRR583/006/SRR5837566	ftp.sra.ebi.ac.uk/vol1/srr/SRR583/006/SRR5837566	facc541c542eaa53eb0e1b67e5587a3e	public		GSE101577	Targeted mutagenesis recapitulates brain tumor initiation in cerebral organoids (RNA-seq data set: 45d)			SRA588288										ena						cerebral organoids		
SRR5837579	Illumina HiSeq 2500 sequencing: GSM2706341: GBM-3_3_45d (techn. Rep. 2) Homo sapiens RNA-Seq	PRJNA394872		SAMN07361743									923403050									GEO																Illumina HiSeq 2500 sequencing: GSM2706341: GBM-3_3_45d (techn. Rep. 2) Homo sapiens RNA-Seq										SRX3014060	GSM2706341						fasp.sra.ebi.ac.uk:/vol1/fastq/SRR583/009/SRR5837579/SRR5837579.fastq.gz	543214178	ftp.sra.ebi.ac.uk/vol1/fastq/SRR583/009/SRR5837579/SRR5837579.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR583/009/SRR5837579/SRR5837579.fastq.gz	590c8312462a7d981f12381cadf55242		2018-05-31	2018-05-31														Illumina HiSeq 2500	ILLUMINA				2018-05-31		RNA was isolated from individual organoids using RNeasy Micro Kit (QIAGEN, cat. #74004) according to the manufacturers instructions. RNA concentration and integrity was analysed using RNA 6000 Nano Chip (Agilent techReplicatenologies, cat. #5067-1511). RNA was enriched for mRNA using SMART-Seq v4 Ultra Low Input RNA Kit (Clontech, cat. # 634891). Libraries were prepared using NEBNext Ultra Directional RNA Library Prep Kit for Illumina (NEB, cat. # E7420L). Barcoded samples were multiplexed and sequenced 50bp SE on a HighSeq2500 (Illumina). Sample preparation and sequencing was performed at the VBCF NGS Unit (www.vbcf.ac.at). Samples were sequenced twice each.		SINGLE										cDNA	TRANSCRIPTOMIC	RNA-Seq								Generic					Homo sapiens		18468061											GSM2706341_r1			GSM2706341			GBM-3_3_45d (techn. Rep. 2)						GBM-3_3_45d (techn. Rep. 2)	ORGANOID_GBM	3	MUT_COMBINATION_3	MUTATION	ENSG00000146648,ENSG00000147889,ENSG00000171862	EGFR,CDKN2A,PTEN	SRR5837557,SRR5837570,SRR5837558,SRR5837571,SRR5837559,SRR5837572	45	days						9606	Homo sapiens		SRS2363655	SRP112726													fasp.sra.ebi.ac.uk:/vol1/srr/SRR583/009/SRR5837579	331884351	ftp.sra.ebi.ac.uk/vol1/srr/SRR583/009/SRR5837579	ftp.sra.ebi.ac.uk/vol1/srr/SRR583/009/SRR5837579	d6e04751186a77c1e812dbdf29b43365	public		GSE101577	Targeted mutagenesis recapitulates brain tumor initiation in cerebral organoids (RNA-seq data set: 45d)			SRA588288										ena						cerebral organoids		
SRR6726587	Illumina HiSeq 2500 sequencing: GSM3004157: MYC-OE_1_130d (techn. Rep. 1) Homo sapiens RNA-Seq	PRJNA434108		SAMN08536469									758651600									GEO																Illumina HiSeq 2500 sequencing: GSM3004157: MYC-OE_1_130d (techn. Rep. 1) Homo sapiens RNA-Seq										SRX3699604	GSM3004157						fasp.sra.ebi.ac.uk:/vol1/fastq/SRR672/007/SRR6726587/SRR6726587.fastq.gz	439746450	ftp.sra.ebi.ac.uk/vol1/fastq/SRR672/007/SRR6726587/SRR6726587.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR672/007/SRR6726587/SRR6726587.fastq.gz	6b2150154862ec9cd44f42d222f14c47		2018-05-31	2018-05-31														Illumina HiSeq 2500	ILLUMINA				2018-05-31		RNA was isolated from individual organoids using RNeasy Micro Kit (QIAGEN, cat. #74004) according to the manufacturers instructions. RNA concentration and integrity was analysed using RNA 6000 Nano Chip (Agilent techReplicatenologies, cat. #5067-1511). RNA was enriched for mRNA using SMART-Seq v4 Ultra Low Input RNA Kit (Clontech, cat. # 634891). Libraries were prepared using NEBNext Ultra Directional RNA Library Prep Kit for Illumina (NEB, cat. # E7420L). Barcoded samples were multiplexed and sequenced 50bp SE on a HighSeq2500 (Illumina). Sample preparation and sequencing was performed at the VBCF NGS Unit (www.vbcf.ac.at). Samples were sequenced twice each.		SINGLE										cDNA	TRANSCRIPTOMIC	RNA-Seq								Generic					Targeted mutagenesis recapitulates brain tumor initiation in cerebral organoids (RNA-seq data set: 130d)		15173032											GSM3004157_r1			GSM3004157			MYC-OE_1_130d (techn. Rep. 1)						MYC-OE_1_130d (techn. Rep. 1)	ORGANOID_GBM	1	OE_MYC	OVEREXPRESSION	ENSG00000136997	MYC	SRR6726573,SRR6726591,SRR6726574,SRR6726592,SRR6726575,SRR6726593	130	days						9606	Homo sapiens		SRS2959078	SRP132872													fasp.sra.ebi.ac.uk:/vol1/srr/SRR672/007/SRR6726587	268249332	ftp.sra.ebi.ac.uk/vol1/srr/SRR672/007/SRR6726587	ftp.sra.ebi.ac.uk/vol1/srr/SRR672/007/SRR6726587	ce1c749352c3a95f1f5e18edc4b5d339	public		GSE110610	Targeted mutagenesis recapitulates brain tumor initiation in cerebral organoids (RNA-seq data set: 130d)			SRA659539										ena						cerebral organoids		
SRR6726605	Illumina HiSeq 2500 sequencing: GSM3004175: MYC-OE_1_130d (techn. Rep. 2) Homo sapiens RNA-Seq	PRJNA434108		SAMN08536495									756390000									GEO																Illumina HiSeq 2500 sequencing: GSM3004175: MYC-OE_1_130d (techn. Rep. 2) Homo sapiens RNA-Seq										SRX3699620	GSM3004175						fasp.sra.ebi.ac.uk:/vol1/fastq/SRR672/005/SRR6726605/SRR6726605.fastq.gz	440122026	ftp.sra.ebi.ac.uk/vol1/fastq/SRR672/005/SRR6726605/SRR6726605.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR672/005/SRR6726605/SRR6726605.fastq.gz	220b35175dbca1f7a9161bb5dcc180d1		2018-05-31	2018-05-31														Illumina HiSeq 2500	ILLUMINA				2018-05-31		RNA was isolated from individual organoids using RNeasy Micro Kit (QIAGEN, cat. #74004) according to the manufacturers instructions. RNA concentration and integrity was analysed using RNA 6000 Nano Chip (Agilent techReplicatenologies, cat. #5067-1511). RNA was enriched for mRNA using SMART-Seq v4 Ultra Low Input RNA Kit (Clontech, cat. # 634891). Libraries were prepared using NEBNext Ultra Directional RNA Library Prep Kit for Illumina (NEB, cat. # E7420L). Barcoded samples were multiplexed and sequenced 50bp SE on a HighSeq2500 (Illumina). Sample preparation and sequencing was performed at the VBCF NGS Unit (www.vbcf.ac.at). Samples were sequenced twice each.		SINGLE										cDNA	TRANSCRIPTOMIC	RNA-Seq								Generic					Targeted mutagenesis recapitulates brain tumor initiation in cerebral organoids (RNA-seq data set: 130d)		15127800											GSM3004175_r1			GSM3004175			MYC-OE_1_130d (techn. Rep. 2)						MYC-OE_1_130d (techn. Rep. 2)	ORGANOID_GBM	1	OE_MYC	OVEREXPRESSION	ENSG00000136997	MYC	SRR6726573,SRR6726591,SRR6726574,SRR6726592,SRR6726575,SRR6726593	130	days						9606	Homo sapiens		SRS2959093	SRP132872													fasp.sra.ebi.ac.uk:/vol1/srr/SRR672/005/SRR6726605	269146865	ftp.sra.ebi.ac.uk/vol1/srr/SRR672/005/SRR6726605	ftp.sra.ebi.ac.uk/vol1/srr/SRR672/005/SRR6726605	9fdd5203eee9fcee214ba1b1ff926cb6	public		GSE110610	Targeted mutagenesis recapitulates brain tumor initiation in cerebral organoids (RNA-seq data set: 130d)			SRA659539										ena						cerebral organoids		
