study_accession	sample_accession	secondary_sample_accession	experiment_accession	run_accession	tax_id	scientific_name	library_name	library_layout	library_strategy	library_source	library_selection	read_count	experiment_title	run_alias	fastq_bytes	fastq_ftp	submitted_ftp	sra_ftp	sample_alias	sample_title
PRJNA523380	SAMN10987732	SRS4395208	SRX5455206	SRR8657614	9606	Homo sapiens	HC-NCIH1915_LUNG	PAIRED	Targeted-Capture	GENOMIC	Hybrid Selection	12773079	Illumina HiSeq 2000 sequencing; HC of NCIH1915_LUNG	NCIH1915_LUNG.bam	531811039;517112533	ftp.sra.ebi.ac.uk/vol1/fastq/SRR865/004/SRR8657614/SRR8657614_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR865/004/SRR8657614/SRR8657614_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR865/004/SRR8657614	NCIH1915_LUNG	NCIH1915_LUNG
PRJNA523380	SAMN10988001	SRS4395764	SRX5455205	SRR8657615	9606	Homo sapiens	HC-NCIH1876_LUNG	PAIRED	Targeted-Capture	GENOMIC	Hybrid Selection	9314759	Illumina HiSeq 2000 sequencing; HC of NCIH1876_LUNG	NCIH1876_LUNG.bam	393536285;403338084	ftp.sra.ebi.ac.uk/vol1/fastq/SRR865/005/SRR8657615/SRR8657615_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR865/005/SRR8657615/SRR8657615_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR865/005/SRR8657615	NCIH1876_LUNG	NCIH1876_LUNG
PRJNA523380	SAMN10988538	SRS4395209	SRX5455204	SRR8657616	9606	Homo sapiens	HC-NCIH1944_LUNG	PAIRED	Targeted-Capture	GENOMIC	Hybrid Selection	10776265	Illumina HiSeq 2000 sequencing; HC of NCIH1944_LUNG	NCIH1944_LUNG.bam	451306727;468701279	ftp.sra.ebi.ac.uk/vol1/fastq/SRR865/006/SRR8657616/SRR8657616_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR865/006/SRR8657616/SRR8657616_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR865/006/SRR8657616	NCIH1944_LUNG	NCIH1944_LUNG
PRJNA523380	SAMN10988154	SRS4395635	SRX5455203	SRR8657617	9606	Homo sapiens	HC-NCIH1930_LUNG	PAIRED	Targeted-Capture	GENOMIC	Hybrid Selection	12771771	Illumina HiSeq 2000 sequencing; HC of NCIH1930_LUNG	NCIH1930_LUNG.bam	536762721;551786911	ftp.sra.ebi.ac.uk/vol1/fastq/SRR865/007/SRR8657617/SRR8657617_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR865/007/SRR8657617/SRR8657617_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR865/007/SRR8657617	NCIH1930_LUNG	NCIH1930_LUNG
PRJNA523380	SAMN10987914	SRS4395700	SRX5455202	SRR8657618	9606	Homo sapiens	HC-U2OS_BONE	PAIRED	Targeted-Capture	GENOMIC	Hybrid Selection	41632607	Illumina HiSeq 2000 sequencing; HC of U2OS_BONE	U2OS_BONE.bam	1390718992;1419611074	ftp.sra.ebi.ac.uk/vol1/fastq/SRR865/008/SRR8657618/SRR8657618_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR865/008/SRR8657618/SRR8657618_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR865/008/SRR8657618	U2OS_BONE	U2OS_BONE
PRJNA523380	SAMN10987644	SRS4395523	SRX5455201	SRR8657619	9606	Homo sapiens	HC-NCIH2029_LUNG	PAIRED	Targeted-Capture	GENOMIC	Hybrid Selection	12074559	Illumina HiSeq 2000 sequencing; HC of NCIH2029_LUNG	NCIH2029_LUNG.bam	493387952;492148157	ftp.sra.ebi.ac.uk/vol1/fastq/SRR865/009/SRR8657619/SRR8657619_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR865/009/SRR8657619/SRR8657619_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR865/009/SRR8657619	NCIH2029_LUNG	NCIH2029_LUNG
PRJNA523380	SAMN10988117	SRS4395207	SRX5455200	SRR8657620	9606	Homo sapiens	HC-NCIH2023_LUNG	PAIRED	Targeted-Capture	GENOMIC	Hybrid Selection	12090111	Illumina HiSeq 2000 sequencing; HC of NCIH2023_LUNG	NCIH2023_LUNG.bam	541811348;539256021	ftp.sra.ebi.ac.uk/vol1/fastq/SRR865/000/SRR8657620/SRR8657620_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR865/000/SRR8657620/SRR8657620_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR865/000/SRR8657620	NCIH2023_LUNG	NCIH2023_LUNG
PRJNA523380	SAMN10987866	SRS4396051	SRX5455199	SRR8657621	9606	Homo sapiens	HC-U266B1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	PAIRED	Targeted-Capture	GENOMIC	Hybrid Selection	12103162	Illumina HiSeq 2000 sequencing; HC of U266B1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	U266B1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE.bam	554236070;570486186	ftp.sra.ebi.ac.uk/vol1/fastq/SRR865/001/SRR8657621/SRR8657621_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR865/001/SRR8657621/SRR8657621_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR865/001/SRR8657621	U266B1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	U266B1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
PRJNA523380	SAMN10988371	SRS4395292	SRX5455198	SRR8657622	9606	Homo sapiens	HC-CALU1_LUNG	PAIRED	Targeted-Capture	GENOMIC	Hybrid Selection	39600698	Illumina HiSeq 2000 sequencing; HC of CALU1_LUNG	CALU1_LUNG.bam	1330486498;1338796531	ftp.sra.ebi.ac.uk/vol1/fastq/SRR865/002/SRR8657622/SRR8657622_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR865/002/SRR8657622/SRR8657622_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR865/002/SRR8657622	CALU1_LUNG	CALU1_LUNG
PRJNA523380	SAMN10988205	SRS4395304	SRX5455197	SRR8657623	9606	Homo sapiens	HC-MIAPACA2_PANCREAS	PAIRED	Targeted-Capture	GENOMIC	Hybrid Selection	24300920	Illumina HiSeq 2000 sequencing; HC of MIAPACA2_PANCREAS	MIAPACA2_PANCREAS.bam	1426906628;1460468531	ftp.sra.ebi.ac.uk/vol1/fastq/SRR865/003/SRR8657623/SRR8657623_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR865/003/SRR8657623/SRR8657623_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR865/003/SRR8657623	MIAPACA2_PANCREAS	MIAPACA2_PANCREAS
PRJNA523380	SAMN10988450	SRS4395434	SRX5455196	SRR8657624	9606	Homo sapiens	HC-KASUMI2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	PAIRED	Targeted-Capture	GENOMIC	Hybrid Selection	25959315	Illumina HiSeq 2000 sequencing; HC of KASUMI2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	KASUMI2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE.bam	1423625045;1462828387	ftp.sra.ebi.ac.uk/vol1/fastq/SRR865/004/SRR8657624/SRR8657624_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR865/004/SRR8657624/SRR8657624_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR865/004/SRR8657624	KASUMI2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	KASUMI2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
PRJNA523380	SAMN10988020	SRS4395433	SRX5455195	SRR8657625	9606	Homo sapiens	HC-KASUMI1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	PAIRED	Targeted-Capture	GENOMIC	Hybrid Selection	13662233	Illumina HiSeq 2000 sequencing; HC of KASUMI1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	KASUMI1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE.bam	644706524;660347248	ftp.sra.ebi.ac.uk/vol1/fastq/SRR865/005/SRR8657625/SRR8657625_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR865/005/SRR8657625/SRR8657625_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR865/005/SRR8657625	KASUMI1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	KASUMI1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
PRJNA523380	SAMN10989552	SRS4395689	SRX5455194	SRR8657626	9606	Homo sapiens	HC-KARPAS620_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	PAIRED	Targeted-Capture	GENOMIC	Hybrid Selection	7148243	Illumina HiSeq 2000 sequencing; HC of KARPAS620_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	KARPAS620_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE.bam	284671453;291494205	ftp.sra.ebi.ac.uk/vol1/fastq/SRR865/006/SRR8657626/SRR8657626_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR865/006/SRR8657626/SRR8657626_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR865/006/SRR8657626	KARPAS620_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	KARPAS620_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
PRJNA523380	SAMN10988506	SRS4395690	SRX5455193	SRR8657627	9606	Homo sapiens	HC-KARPAS422_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	PAIRED	Targeted-Capture	GENOMIC	Hybrid Selection	11744498	Illumina HiSeq 2000 sequencing; HC of KARPAS422_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	KARPAS-422.bam	524503345;537307474	ftp.sra.ebi.ac.uk/vol1/fastq/SRR865/007/SRR8657627/SRR8657627_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR865/007/SRR8657627/SRR8657627_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR865/007/SRR8657627	KARPAS422_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	KARPAS422_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
PRJNA523380	SAMN10988503	SRS4395429	SRX5455192	SRR8657628	9606	Homo sapiens	HC-KE37_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	PAIRED	Targeted-Capture	GENOMIC	Hybrid Selection	11055159	Illumina HiSeq 2000 sequencing; HC of KE37_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	KE37_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE.bam	540267344;548838953	ftp.sra.ebi.ac.uk/vol1/fastq/SRR865/008/SRR8657628/SRR8657628_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR865/008/SRR8657628/SRR8657628_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR865/008/SRR8657628	KE37_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	KE37_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
PRJNA523380	SAMN10988558	SRS4395222	SRX5455191	SRR8657629	9606	Homo sapiens	HC-KCL22_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	PAIRED	Targeted-Capture	GENOMIC	Hybrid Selection	6990942	Illumina HiSeq 2000 sequencing; HC of KCL22_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	KCL22_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE.bam	286469372;298780989	ftp.sra.ebi.ac.uk/vol1/fastq/SRR865/009/SRR8657629/SRR8657629_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR865/009/SRR8657629/SRR8657629_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR865/009/SRR8657629	KCL22_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	KCL22_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
PRJNA523380	SAMN10988331	SRS4395432	SRX5455190	SRR8657630	9606	Homo sapiens	HC-KATOIII_STOMACH	PAIRED	Targeted-Capture	GENOMIC	Hybrid Selection	42721498	Illumina HiSeq 2000 sequencing; HC of KATOIII_STOMACH	KATOIII_STOMACH.bam	1436211564;1473649679	ftp.sra.ebi.ac.uk/vol1/fastq/SRR865/000/SRR8657630/SRR8657630_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR865/000/SRR8657630/SRR8657630_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR865/000/SRR8657630	KATOIII_STOMACH	KATOIII_STOMACH
PRJNA523380	SAMN10988477	SRS4395431	SRX5455189	SRR8657631	9606	Homo sapiens	HC-KASUMI6_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	PAIRED	Targeted-Capture	GENOMIC	Hybrid Selection	9460517	Illumina HiSeq 2000 sequencing; HC of KASUMI6_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	KASUMI6_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE.bam	384568122;381313577	ftp.sra.ebi.ac.uk/vol1/fastq/SRR865/001/SRR8657631/SRR8657631_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR865/001/SRR8657631/SRR8657631_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR865/001/SRR8657631	KASUMI6_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	KASUMI6_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
PRJNA523380	SAMN10987861	SRS4395436	SRX5455188	SRR8657632	9606	Homo sapiens	HC-KE97_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	PAIRED	Targeted-Capture	GENOMIC	Hybrid Selection	6165378	Illumina HiSeq 2000 sequencing; HC of KE97_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	KE97_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE.bam	268046756;261263084	ftp.sra.ebi.ac.uk/vol1/fastq/SRR865/002/SRR8657632/SRR8657632_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR865/002/SRR8657632/SRR8657632_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR865/002/SRR8657632	KE97_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	KE97_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
PRJNA523380	SAMN10987859	SRS4395262	SRX5455187	SRR8657633	9606	Homo sapiens	HC-KE39_STOMACH	PAIRED	Targeted-Capture	GENOMIC	Hybrid Selection	9285105	Illumina HiSeq 2000 sequencing; HC of KE39_STOMACH	KE39_STOMACH.bam	390792290;400876970	ftp.sra.ebi.ac.uk/vol1/fastq/SRR865/003/SRR8657633/SRR8657633_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR865/003/SRR8657633/SRR8657633_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR865/003/SRR8657633	KE39_STOMACH	KE39_STOMACH
PRJNA523380	SAMN10988345	SRS4395296	SRX5455186	SRR8657634	9606	Homo sapiens	HC-CAL851_BREAST	PAIRED	Targeted-Capture	GENOMIC	Hybrid Selection	16627703	Illumina HiSeq 2000 sequencing; HC of CAL851_BREAST	CAL-85-1.merged.bam	726315448;746594141	ftp.sra.ebi.ac.uk/vol1/fastq/SRR865/004/SRR8657634/SRR8657634_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR865/004/SRR8657634/SRR8657634_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR865/004/SRR8657634	CAL851_BREAST	CAL851_BREAST
PRJNA523380	SAMN10987903	SRS4396003	SRX5455185	SRR8657635	9606	Homo sapiens	HC-DB_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	PAIRED	Targeted-Capture	GENOMIC	Hybrid Selection	7061097	Illumina HiSeq 2000 sequencing; HC of DB_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	DB_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE.bam	285597893;293261943	ftp.sra.ebi.ac.uk/vol1/fastq/SRR865/005/SRR8657635/SRR8657635_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR865/005/SRR8657635/SRR8657635_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR865/005/SRR8657635	DB_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	DB_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
PRJNA523380	SAMN10988246	SRS4396001	SRX5455184	SRR8657636	9606	Homo sapiens	HC-DBTRG05MG_CENTRAL_NERVOUS_SYSTEM	PAIRED	Targeted-Capture	GENOMIC	Hybrid Selection	10367877	Illumina HiSeq 2000 sequencing; HC of DBTRG05MG_CENTRAL_NERVOUS_SYSTEM	DBTRG05MG_CENTRAL_NERVOUS_SYSTEM.bam	408738073;409931598	ftp.sra.ebi.ac.uk/vol1/fastq/SRR865/006/SRR8657636/SRR8657636_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR865/006/SRR8657636/SRR8657636_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR865/006/SRR8657636	DBTRG05MG_CENTRAL_NERVOUS_SYSTEM	DBTRG05MG_CENTRAL_NERVOUS_SYSTEM
PRJNA523380	SAMN10988307	SRS4395959	SRX5455183	SRR8657637	9606	Homo sapiens	HC-DETROIT562_UPPER_AERODIGESTIVE_TRACT	PAIRED	Targeted-Capture	GENOMIC	Hybrid Selection	11876652	Illumina HiSeq 2000 sequencing; HC of DETROIT562_UPPER_AERODIGESTIVE_TRACT	DETROIT562_UPPER_AERODIGESTIVE_TRACT.bam	533303272;540925761	ftp.sra.ebi.ac.uk/vol1/fastq/SRR865/007/SRR8657637/SRR8657637_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR865/007/SRR8657637/SRR8657637_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR865/007/SRR8657637	DETROIT562_UPPER_AERODIGESTIVE_TRACT	DETROIT562_UPPER_AERODIGESTIVE_TRACT
PRJNA523380	SAMN10988540	SRS4395960	SRX5455182	SRR8657638	9606	Homo sapiens	HC-DEL_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	PAIRED	Targeted-Capture	GENOMIC	Hybrid Selection	44987020	Illumina HiSeq 2000 sequencing; HC of DEL_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	DEL.merged.bam	2174342123;2226504998	ftp.sra.ebi.ac.uk/vol1/fastq/SRR865/008/SRR8657638/SRR8657638_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR865/008/SRR8657638/SRR8657638_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR865/008/SRR8657638	DEL_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	DEL_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
PRJNA523380	SAMN10987807	SRS4395998	SRX5455181	SRR8657639	9606	Homo sapiens	HC-DANG_PANCREAS	PAIRED	Targeted-Capture	GENOMIC	Hybrid Selection	16360431	Illumina HiSeq 2000 sequencing; HC of DANG_PANCREAS	DANG_PANCREAS.bam	659213385;622873525	ftp.sra.ebi.ac.uk/vol1/fastq/SRR865/009/SRR8657639/SRR8657639_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR865/009/SRR8657639/SRR8657639_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR865/009/SRR8657639	DANG_PANCREAS	DANG_PANCREAS
PRJNA523380	SAMN10988120	SRS4395997	SRX5455180	SRR8657640	9606	Homo sapiens	HC-D341MED_CENTRAL_NERVOUS_SYSTEM	PAIRED	Targeted-Capture	GENOMIC	Hybrid Selection	8410989	Illumina HiSeq 2000 sequencing; HC of D341MED_CENTRAL_NERVOUS_SYSTEM	D341MED_CENTRAL_NERVOUS_SYSTEM.bam	342542322;355418772	ftp.sra.ebi.ac.uk/vol1/fastq/SRR865/000/SRR8657640/SRR8657640_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR865/000/SRR8657640/SRR8657640_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR865/000/SRR8657640	D341MED_CENTRAL_NERVOUS_SYSTEM	D341MED_CENTRAL_NERVOUS_SYSTEM
PRJNA523380	SAMN10987948	SRS4395996	SRX5455179	SRR8657641	9606	Homo sapiens	HC-DAUDI_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	PAIRED	Targeted-Capture	GENOMIC	Hybrid Selection	14532080	Illumina HiSeq 2000 sequencing; HC of DAUDI_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	DAUDI_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE.bam	662633631;681876146	ftp.sra.ebi.ac.uk/vol1/fastq/SRR865/001/SRR8657641/SRR8657641_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR865/001/SRR8657641/SRR8657641_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR865/001/SRR8657641	DAUDI_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	DAUDI_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
PRJNA523380	SAMN10988097	SRS4395995	SRX5455178	SRR8657642	9606	Homo sapiens	HC-DAOY_CENTRAL_NERVOUS_SYSTEM	PAIRED	Targeted-Capture	GENOMIC	Hybrid Selection	12156348	Illumina HiSeq 2000 sequencing; HC of DAOY_CENTRAL_NERVOUS_SYSTEM	DAOY_CENTRAL_NERVOUS_SYSTEM.bam	477344918;469647100	ftp.sra.ebi.ac.uk/vol1/fastq/SRR865/002/SRR8657642/SRR8657642_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR865/002/SRR8657642/SRR8657642_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR865/002/SRR8657642	DAOY_CENTRAL_NERVOUS_SYSTEM	DAOY_CENTRAL_NERVOUS_SYSTEM
PRJNA523380	SAMN10988562	SRS4396069	SRX5455177	SRR8657643	9606	Homo sapiens	HC-OPM2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	PAIRED	Targeted-Capture	GENOMIC	Hybrid Selection	11657700	Illumina HiSeq 2000 sequencing; HC of OPM2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	OPM2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE.bam	468113646;463200468	ftp.sra.ebi.ac.uk/vol1/fastq/SRR865/003/SRR8657643/SRR8657643_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR865/003/SRR8657643/SRR8657643_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR865/003/SRR8657643	OPM2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	OPM2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
PRJNA523380	SAMN10988186	SRS4395558	SRX5455176	SRR8657644	9606	Homo sapiens	HC-ONS76_CENTRAL_NERVOUS_SYSTEM	PAIRED	Targeted-Capture	GENOMIC	Hybrid Selection	9353939	Illumina HiSeq 2000 sequencing; HC of ONS76_CENTRAL_NERVOUS_SYSTEM	ONS76_CENTRAL_NERVOUS_SYSTEM.bam	384094954;402454961	ftp.sra.ebi.ac.uk/vol1/fastq/SRR865/004/SRR8657644/SRR8657644_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR865/004/SRR8657644/SRR8657644_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR865/004/SRR8657644	ONS76_CENTRAL_NERVOUS_SYSTEM	ONS76_CENTRAL_NERVOUS_SYSTEM
PRJNA523380	SAMN10988512	SRS4395548	SRX5455175	SRR8657645	9606	Homo sapiens	HC-ONCODG1_OVARY	PAIRED	Targeted-Capture	GENOMIC	Hybrid Selection	12550360	Illumina HiSeq 2000 sequencing; HC of ONCODG1_OVARY	ONCODG1_OVARY.bam	591639264;599340732	ftp.sra.ebi.ac.uk/vol1/fastq/SRR865/005/SRR8657645/SRR8657645_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR865/005/SRR8657645/SRR8657645_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR865/005/SRR8657645	ONCODG1_OVARY	ONCODG1_OVARY
PRJNA523380	SAMN10987775	SRS4395550	SRX5455174	SRR8657646	9606	Homo sapiens	HC-OE33_OESOPHAGUS	PAIRED	Targeted-Capture	GENOMIC	Hybrid Selection	9273234	Illumina HiSeq 2000 sequencing; HC of OE33_OESOPHAGUS	OE33_OESOPHAGUS.bam	412005871;419908939	ftp.sra.ebi.ac.uk/vol1/fastq/SRR865/006/SRR8657646/SRR8657646_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR865/006/SRR8657646/SRR8657646_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR865/006/SRR8657646	OE33_OESOPHAGUS	OE33_OESOPHAGUS
PRJNA523380	SAMN10988453	SRS4395118	SRX5455173	SRR8657647	9606	Homo sapiens	HC-DM3_FIBROBLAST	PAIRED	Targeted-Capture	GENOMIC	Hybrid Selection	25336225	Illumina HiSeq 2000 sequencing; HC of DM3_FIBROBLAST	DM3_PLEURA.bam	1386226471;1421777850	ftp.sra.ebi.ac.uk/vol1/fastq/SRR865/007/SRR8657647/SRR8657647_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR865/007/SRR8657647/SRR8657647_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR865/007/SRR8657647	DM3_FIBROBLAST	DM3_FIBROBLAST
PRJNA523380	SAMN10988036	SRS4395958	SRX5455172	SRR8657648	9606	Homo sapiens	HC-DKMG_CENTRAL_NERVOUS_SYSTEM	PAIRED	Targeted-Capture	GENOMIC	Hybrid Selection	11544562	Illumina HiSeq 2000 sequencing; HC of DKMG_CENTRAL_NERVOUS_SYSTEM	DKMG_CENTRAL_NERVOUS_SYSTEM.bam	462539366;461327284	ftp.sra.ebi.ac.uk/vol1/fastq/SRR865/008/SRR8657648/SRR8657648_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR865/008/SRR8657648/SRR8657648_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR865/008/SRR8657648	DKMG_CENTRAL_NERVOUS_SYSTEM	DKMG_CENTRAL_NERVOUS_SYSTEM
PRJNA523380	SAMN10987922	SRS4395553	SRX5455171	SRR8657649	9606	Homo sapiens	HC-OCUM1_STOMACH	PAIRED	Targeted-Capture	GENOMIC	Hybrid Selection	9079687	Illumina HiSeq 2000 sequencing; HC of OCUM1_STOMACH	OCUM1_STOMACH.bam	380771874;394924864	ftp.sra.ebi.ac.uk/vol1/fastq/SRR865/009/SRR8657649/SRR8657649_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR865/009/SRR8657649/SRR8657649_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR865/009/SRR8657649	OCUM1_STOMACH	OCUM1_STOMACH
