accession	altitude	assembly_quality	assembly_software	base_count	binning_software	bio_material	broker_name	cell_line	cell_type	center_name	checklist	collected_by	collection_date	collection_date_submitted	completeness_score	contamination_score	country	cram_index_aspera	cram_index_ftp	cram_index_galaxy	cultivar	culture_collection	depth	description	dev_stage	ecotype	elevation	environment_biome	environment_feature	environment_material	environmental_package	environmental_sample	experiment_accession	experiment_alias	experiment_title	experimental_factor	fastq_aspera	fastq_bytes	fastq_ftp	fastq_galaxy	fastq_md5	first_created	first_public	germline	host	host_body_site	host_genotype	host_gravidity	host_growth_conditions	host_phenotype	host_sex	host_status	host_tax_id	identified_by	instrument_model	instrument_platform	investigation_type	isolate	isolation_source	last_updated	lat	library_construction_protocol	library_layout	library_name	library_selection	library_source	library_strategy	location	lon	mating_type	nominal_length	nominal_sdev	parent_study	ph	project_name	protocol_label	read_count	run_accession	run_alias	salinity	sample_accession	sample_alias	sample_capture_status	sample_collection	sample_description	sample_material	sample_title	replicate	developmental_stage	cell_type_name	cell_line_name	condition	timepoint	timepoint_units	sampling_campaign	sampling_platform	sampling_site	scientific_name	secondary_sample_accession	secondary_study_accession	sequencing_method	serotype	serovar	sex	specimen_voucher	sra_aspera	sra_bytes	sra_ftp	sra_galaxy	sra_md5	strain	study_accession	study_alias	study_title	sub_species	sub_strain	submission_accession	submission_tool	submitted_aspera	submitted_bytes	submitted_format	submitted_ftp	submitted_galaxy	submitted_host_sex	submitted_md5	submitted_sex	target_gene	tax_id	taxonomic_classification	taxonomic_identity_marker	temperature	tissue_lib	tissue_type	variety
SAMN13618446				10709681450				165-B-8X	ACC_DORSAL	SUB6698577														Illumina HiSeq 3000 sequencing; RNA-seq of human iPSCs: ACC_DORSAL								FALSE	SRX7413921	R16-036_H5H27BBXX	Illumina HiSeq 3000 sequencing; RNA-seq of human iPSCs: ACC_DORSAL		fasp.sra.ebi.ac.uk:/vol1/fastq/SRR107/006/SRR10738306/SRR10738306_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR107/006/SRR10738306/SRR10738306_2.fastq.gz	2863998345;3186448429	ftp.sra.ebi.ac.uk/vol1/fastq/SRR107/006/SRR10738306/SRR10738306_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR107/006/SRR10738306/SRR10738306_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR107/006/SRR10738306/SRR10738306_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR107/006/SRR10738306/SRR10738306_2.fastq.gz	c153d61507510280059140e57fb7f153;d7702fd24d642f68ddbbe01afdff8bc6	12/20/19	12/20/19	FALSE											Illumina HiSeq 3000	ILLUMINA		165-B-8X		12/20/19			PAIRED	R16-036_H5H27BBXX	cDNA	TRANSCRIPTOMIC	RNA-Seq										53018225	SRR10738306	R16-036_H5H27BBXX_S36_L005_R1_001.fastq.gz		SAMN13618446	R16-036_H5H27BBXX			R16-036		R16-036				ACC_DORSAL	ACC_DORSAL						Homo sapiens	SRS5860790	SRP238174				male		fasp.sra.ebi.ac.uk:/vol1/srr/SRR107/006/SRR10738306	4358192763	ftp.sra.ebi.ac.uk/vol1/srr/SRR107/006/SRR10738306	ftp.sra.ebi.ac.uk/vol1/srr/SRR107/006/SRR10738306	1bc5671d2fe68cafdf3d234f0150b7d2		PRJNA596331	PRJNA596331	Dissecting transcriptomic signatures of neuronal differentiation and maturation using iPSCs			SRA1014248									male		9606					SKIN FIBROBLASTS	
SAMN13618419				10016653386				165-B-6X	ACC_DORSAL	SUB6698577														Illumina HiSeq 3000 sequencing; RNA-seq of human iPSCs: ACC_DORSAL								FALSE	SRX7413920	R16-005_H5H27BBXX	Illumina HiSeq 3000 sequencing; RNA-seq of human iPSCs: ACC_DORSAL		fasp.sra.ebi.ac.uk:/vol1/fastq/SRR107/007/SRR10738307/SRR10738307_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR107/007/SRR10738307/SRR10738307_2.fastq.gz	2557399652;2923483247	ftp.sra.ebi.ac.uk/vol1/fastq/SRR107/007/SRR10738307/SRR10738307_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR107/007/SRR10738307/SRR10738307_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR107/007/SRR10738307/SRR10738307_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR107/007/SRR10738307/SRR10738307_2.fastq.gz	41331d281774720eb848282109f81cb7;9a51aa1db1ba1d7d38690c352638e16e	12/20/19	12/20/19	FALSE											Illumina HiSeq 3000	ILLUMINA		165-B-6X		12/20/19			PAIRED	R16-005_H5H27BBXX	cDNA	TRANSCRIPTOMIC	RNA-Seq										49587393	SRR10738307	R16-005_H5H27BBXX_S35_L005_R1_001.fastq.gz		SAMN13618419	R16-005_H5H27BBXX			R16-005		R16-005				ACC_DORSAL	ACC_DORSAL						Homo sapiens	SRS5860786	SRP238174				male		fasp.sra.ebi.ac.uk:/vol1/srr/SRR107/007/SRR10738307	3983273908	ftp.sra.ebi.ac.uk/vol1/srr/SRR107/007/SRR10738307	ftp.sra.ebi.ac.uk/vol1/srr/SRR107/007/SRR10738307	aac3bab7a5ba0f895422dcc0d3dcb564		PRJNA596331	PRJNA596331	Dissecting transcriptomic signatures of neuronal differentiation and maturation using iPSCs			SRA1014248									male		9606					SKIN FIBROBLASTS	
SAMN13618418				10049071760				165-B-6X	ACC_DORSAL	SUB6698577														Illumina HiSeq 3000 sequencing; RNA-seq of human iPSCs: ACC_DORSAL								FALSE	SRX7413909	R16-004_H5H27BBXX	Illumina HiSeq 3000 sequencing; RNA-seq of human iPSCs: ACC_DORSAL		fasp.sra.ebi.ac.uk:/vol1/fastq/SRR107/018/SRR10738318/SRR10738318_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR107/018/SRR10738318/SRR10738318_2.fastq.gz	2527331864;2737745592	ftp.sra.ebi.ac.uk/vol1/fastq/SRR107/018/SRR10738318/SRR10738318_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR107/018/SRR10738318/SRR10738318_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR107/018/SRR10738318/SRR10738318_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR107/018/SRR10738318/SRR10738318_2.fastq.gz	693b69db31c3d8af99066115e8bc1376;040505760a3b39e05c79ad2046ffbaf0	12/20/19	12/20/19	FALSE											Illumina HiSeq 3000	ILLUMINA		165-B-6X		12/20/19			PAIRED	R16-004_H5H27BBXX	cDNA	TRANSCRIPTOMIC	RNA-Seq										49747880	SRR10738318	R16-004_H5H27BBXX_S57_L008_R1_001.fastq.gz		SAMN13618418	R16-004_H5H27BBXX			R16-004		R16-004				ACC_DORSAL	ACC_DORSAL						Homo sapiens	SRS5860776	SRP238174				male		fasp.sra.ebi.ac.uk:/vol1/srr/SRR107/018/SRR10738318	3923167163	ftp.sra.ebi.ac.uk/vol1/srr/SRR107/018/SRR10738318	ftp.sra.ebi.ac.uk/vol1/srr/SRR107/018/SRR10738318	fb08cfa944275f045f9ee4aff2a52855		PRJNA596331	PRJNA596331	Dissecting transcriptomic signatures of neuronal differentiation and maturation using iPSCs			SRA1014248									male		9606					SKIN FIBROBLASTS	
SAMN13618434				9720050928				165-B-6X	ACC_DORSAL	SUB6698577														Illumina HiSeq 3000 sequencing; RNA-seq of human iPSCs: ACC_DORSAL								FALSE	SRX7413907	R16-028_H5H27BBXX	Illumina HiSeq 3000 sequencing; RNA-seq of human iPSCs: ACC_DORSAL		fasp.sra.ebi.ac.uk:/vol1/fastq/SRR107/020/SRR10738320/SRR10738320_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR107/020/SRR10738320/SRR10738320_2.fastq.gz	2209481074;2478506947	ftp.sra.ebi.ac.uk/vol1/fastq/SRR107/020/SRR10738320/SRR10738320_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR107/020/SRR10738320/SRR10738320_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR107/020/SRR10738320/SRR10738320_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR107/020/SRR10738320/SRR10738320_2.fastq.gz	c14272a420184c091d5a364fdd3f84a3;934a2c0e9d3d1c03cd8de1fee8f74fdc	12/20/19	12/20/19	FALSE											Illumina HiSeq 3000	ILLUMINA		165-B-6X		12/20/19			PAIRED	R16-028_H5H27BBXX	cDNA	TRANSCRIPTOMIC	RNA-Seq										48119064	SRR10738320	R16-028_H5H27BBXX_S62_L008_R1_001.fastq.gz		SAMN13618434	R16-028_H5H27BBXX			R16-028		R16-028				ACC_DORSAL	ACC_DORSAL						Homo sapiens	SRS5860781	SRP238174				male		fasp.sra.ebi.ac.uk:/vol1/srr/SRR107/020/SRR10738320	3655009645	ftp.sra.ebi.ac.uk/vol1/srr/SRR107/020/SRR10738320	ftp.sra.ebi.ac.uk/vol1/srr/SRR107/020/SRR10738320	539d230edbba4c0645fcd50aa6d3a2a0		PRJNA596331	PRJNA596331	Dissecting transcriptomic signatures of neuronal differentiation and maturation using iPSCs			SRA1014248									male		9606					SKIN FIBROBLASTS	
SAMN13618433				9796171194				165-B-6X	ACC_DORSAL	SUB6698577														Illumina HiSeq 3000 sequencing; RNA-seq of human iPSCs: ACC_DORSAL								FALSE	SRX7413906	R16-027_H5H27BBXX	Illumina HiSeq 3000 sequencing; RNA-seq of human iPSCs: ACC_DORSAL		fasp.sra.ebi.ac.uk:/vol1/fastq/SRR107/021/SRR10738321/SRR10738321_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR107/021/SRR10738321/SRR10738321_2.fastq.gz	2564669753;2760945600	ftp.sra.ebi.ac.uk/vol1/fastq/SRR107/021/SRR10738321/SRR10738321_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR107/021/SRR10738321/SRR10738321_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR107/021/SRR10738321/SRR10738321_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR107/021/SRR10738321/SRR10738321_2.fastq.gz	54616af6ff4d334ee00accab071829ed;3fd16ec452b06a1f5013eafc7a43df07	12/20/19	12/20/19	FALSE											Illumina HiSeq 3000	ILLUMINA		165-B-6X		12/20/19			PAIRED	R16-027_H5H27BBXX	cDNA	TRANSCRIPTOMIC	RNA-Seq										48495897	SRR10738321	R16-027_H5H27BBXX_S33_L005_R1_001.fastq.gz		SAMN13618433	R16-027_H5H27BBXX			R16-027		R16-027				ACC_DORSAL	ACC_DORSAL						Homo sapiens	SRS5860775	SRP238174				male		fasp.sra.ebi.ac.uk:/vol1/srr/SRR107/021/SRR10738321	4169831083	ftp.sra.ebi.ac.uk/vol1/srr/SRR107/021/SRR10738321	ftp.sra.ebi.ac.uk/vol1/srr/SRR107/021/SRR10738321	f7a73a8392149c00f33121494ab86eba		PRJNA596331	PRJNA596331	Dissecting transcriptomic signatures of neuronal differentiation and maturation using iPSCs			SRA1014248									male		9606					SKIN FIBROBLASTS	
SAMN13618536				13924159364				165-B-6X	ACC_DORSAL	SUB6698577														Illumina HiSeq 3000 sequencing; RNA-seq of human iPSCs: ACC_DORSAL								FALSE	SRX7413865	R16-697_H7V3JBBXX	Illumina HiSeq 3000 sequencing; RNA-seq of human iPSCs: ACC_DORSAL		fasp.sra.ebi.ac.uk:/vol1/fastq/SRR107/062/SRR10738362/SRR10738362_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR107/062/SRR10738362/SRR10738362_2.fastq.gz	3275520740;3587627478	ftp.sra.ebi.ac.uk/vol1/fastq/SRR107/062/SRR10738362/SRR10738362_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR107/062/SRR10738362/SRR10738362_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR107/062/SRR10738362/SRR10738362_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR107/062/SRR10738362/SRR10738362_2.fastq.gz	1fea291d065663423d5b74db30ff168c;05cf9d8695eeb52970f9dfe6f7820465	12/20/19	12/20/19	FALSE											Illumina HiSeq 3000	ILLUMINA		165-B-6X		12/20/19			PAIRED	R16-697_H7V3JBBXX	cDNA	TRANSCRIPTOMIC	RNA-Seq										68931482	SRR10738362	R16-697_H7V3JBBXX_S17_L003_R1_001.fastq.gz		SAMN13618536	R16-697_H7V3JBBXX			R16-697		R16-697				ACC_DORSAL	ACC_DORSAL						Homo sapiens	SRS5860736	SRP238174				male		fasp.sra.ebi.ac.uk:/vol1/srr/SRR107/062/SRR10738362	5017086754	ftp.sra.ebi.ac.uk/vol1/srr/SRR107/062/SRR10738362	ftp.sra.ebi.ac.uk/vol1/srr/SRR107/062/SRR10738362	1a012e1d07e35763d4775db4dc804bf6		PRJNA596331	PRJNA596331	Dissecting transcriptomic signatures of neuronal differentiation and maturation using iPSCs			SRA1014248									male		9606					SKIN FIBROBLASTS	
SAMN13618427				10904090694				165-B-6X	ACC_DORSAL	SUB6698577														Illumina HiSeq 3000 sequencing; RNA-seq of human iPSCs: ACC_DORSAL								FALSE	SRX7413853	R16-017_H5H27BBXX	Illumina HiSeq 3000 sequencing; RNA-seq of human iPSCs: ACC_DORSAL		fasp.sra.ebi.ac.uk:/vol1/fastq/SRR107/074/SRR10738374/SRR10738374_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR107/074/SRR10738374/SRR10738374_2.fastq.gz	2672901572;3114017572	ftp.sra.ebi.ac.uk/vol1/fastq/SRR107/074/SRR10738374/SRR10738374_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR107/074/SRR10738374/SRR10738374_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR107/074/SRR10738374/SRR10738374_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR107/074/SRR10738374/SRR10738374_2.fastq.gz	13586ed451826cf455cb7a5347a8466d;1b1269f0df4d815e234a4f60398ab61f	12/20/19	12/20/19	FALSE											Illumina HiSeq 3000	ILLUMINA		165-B-6X		12/20/19			PAIRED	R16-017_H5H27BBXX	cDNA	TRANSCRIPTOMIC	RNA-Seq										53980647	SRR10738374	R16-017_H5H27BBXX_S42_L006_R1_001.fastq.gz		SAMN13618427	R16-017_H5H27BBXX			R16-017		R16-017				ACC_DORSAL	ACC_DORSAL						Homo sapiens	SRS5860723	SRP238174				male		fasp.sra.ebi.ac.uk:/vol1/srr/SRR107/074/SRR10738374	4375302620	ftp.sra.ebi.ac.uk/vol1/srr/SRR107/074/SRR10738374	ftp.sra.ebi.ac.uk/vol1/srr/SRR107/074/SRR10738374	24588023f0a79624d7f3d49f165b6c5a		PRJNA596331	PRJNA596331	Dissecting transcriptomic signatures of neuronal differentiation and maturation using iPSCs			SRA1014248									male		9606					SKIN FIBROBLASTS	
SAMN13618426				8414272428				165-B-6X	ACC_DORSAL	SUB6698577														Illumina HiSeq 3000 sequencing; RNA-seq of human iPSCs: ACC_DORSAL								FALSE	SRX7413842	R16-016_H5H27BBXX	Illumina HiSeq 3000 sequencing; RNA-seq of human iPSCs: ACC_DORSAL		fasp.sra.ebi.ac.uk:/vol1/fastq/SRR107/085/SRR10738385/SRR10738385_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR107/085/SRR10738385/SRR10738385_2.fastq.gz	2106327655;2428930830	ftp.sra.ebi.ac.uk/vol1/fastq/SRR107/085/SRR10738385/SRR10738385_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR107/085/SRR10738385/SRR10738385_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR107/085/SRR10738385/SRR10738385_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR107/085/SRR10738385/SRR10738385_2.fastq.gz	22d36ea6afb62c17c24718b0975a1635;d20f474268c191682f47e4c6041fdf76	12/20/19	12/20/19	FALSE											Illumina HiSeq 3000	ILLUMINA		165-B-6X		12/20/19			PAIRED	R16-016_H5H27BBXX	cDNA	TRANSCRIPTOMIC	RNA-Seq										41654814	SRR10738385	R16-016_H5H27BBXX_S45_L006_R1_001.fastq.gz		SAMN13618426	R16-016_H5H27BBXX			R16-016		R16-016				ACC_DORSAL	ACC_DORSAL						Homo sapiens	SRS5860716	SRP238174				male		fasp.sra.ebi.ac.uk:/vol1/srr/SRR107/085/SRR10738385	3353758265	ftp.sra.ebi.ac.uk/vol1/srr/SRR107/085/SRR10738385	ftp.sra.ebi.ac.uk/vol1/srr/SRR107/085/SRR10738385	059642c2f9e58eb662a416242a29e2a1		PRJNA596331	PRJNA596331	Dissecting transcriptomic signatures of neuronal differentiation and maturation using iPSCs			SRA1014248									male		9606					SKIN FIBROBLASTS	
SAMN13618513				9396389762				165-B-3X	ACC_DORSAL	SUB6698577														Illumina HiSeq 3000 sequencing; RNA-seq of human iPSCs: ACC_DORSAL								FALSE	SRX7413994	R16-294_H5TKNBBXX	Illumina HiSeq 3000 sequencing; RNA-seq of human iPSCs: ACC_DORSAL		fasp.sra.ebi.ac.uk:/vol1/fastq/SRR107/033/SRR10738233/SRR10738233_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR107/033/SRR10738233/SRR10738233_2.fastq.gz	2394073229;2832777668	ftp.sra.ebi.ac.uk/vol1/fastq/SRR107/033/SRR10738233/SRR10738233_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR107/033/SRR10738233/SRR10738233_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR107/033/SRR10738233/SRR10738233_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR107/033/SRR10738233/SRR10738233_2.fastq.gz	45a8823017797196a746d8a2082c53b2;39f3310b2081e35225abc0b2fca70cac	12/20/19	12/20/19	FALSE											Illumina HiSeq 3000	ILLUMINA		165-B-3X		12/20/19			PAIRED	R16-294_H5TKNBBXX	cDNA	TRANSCRIPTOMIC	RNA-Seq										46516781	SRR10738233	R16-294_H5TKNBBXX_S39_L006_R1_001.fastq.gz		SAMN13618513	R16-294_H5TKNBBXX			R16-294		R16-294				ACC_DORSAL	ACC_DORSAL						Homo sapiens	SRS5860863	SRP238174				male		fasp.sra.ebi.ac.uk:/vol1/srr/SRR107/033/SRR10738233	4019410023	ftp.sra.ebi.ac.uk/vol1/srr/SRR107/033/SRR10738233	ftp.sra.ebi.ac.uk/vol1/srr/SRR107/033/SRR10738233	91e5f864dac16eb7313c396459d8654e		PRJNA596331	PRJNA596331	Dissecting transcriptomic signatures of neuronal differentiation and maturation using iPSCs			SRA1014248									male		9606					SKIN FIBROBLASTS	
SAMN13618512				4253358258				165-B-3X	ACC_DORSAL	SUB6698577														Illumina HiSeq 3000 sequencing; RNA-seq of human iPSCs: ACC_DORSAL								FALSE	SRX7413993	R16-293_H5TKNBBXX	Illumina HiSeq 3000 sequencing; RNA-seq of human iPSCs: ACC_DORSAL		fasp.sra.ebi.ac.uk:/vol1/fastq/SRR107/034/SRR10738234/SRR10738234_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR107/034/SRR10738234/SRR10738234_2.fastq.gz	1175101174;1361602198	ftp.sra.ebi.ac.uk/vol1/fastq/SRR107/034/SRR10738234/SRR10738234_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR107/034/SRR10738234/SRR10738234_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR107/034/SRR10738234/SRR10738234_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR107/034/SRR10738234/SRR10738234_2.fastq.gz	f244778e4356c49bda8448f3155c3087;6908951c6cdcdb42011e677c92a75ceb	12/20/19	12/20/19	FALSE											Illumina HiSeq 3000	ILLUMINA		165-B-3X		12/20/19			PAIRED	R16-293_H5TKNBBXX	cDNA	TRANSCRIPTOMIC	RNA-Seq										21056229	SRR10738234	R16-293_H5TKNBBXX_S17_L003_R1_001.fastq.gz		SAMN13618512	R16-293_H5TKNBBXX			R16-293		R16-293				ACC_DORSAL	ACC_DORSAL						Homo sapiens	SRS5860862	SRP238174				male		fasp.sra.ebi.ac.uk:/vol1/srr/SRR107/034/SRR10738234	1859470978	ftp.sra.ebi.ac.uk/vol1/srr/SRR107/034/SRR10738234	ftp.sra.ebi.ac.uk/vol1/srr/SRR107/034/SRR10738234	f0acb33da38350c0674f7498204b6be2		PRJNA596331	PRJNA596331	Dissecting transcriptomic signatures of neuronal differentiation and maturation using iPSCs			SRA1014248									male		9606					SKIN FIBROBLASTS	
SAMN13618511				7734008542				165-B-3	ACC_DORSAL	SUB6698577														Illumina HiSeq 3000 sequencing; RNA-seq of human iPSCs: ACC_DORSAL								FALSE	SRX7413992	R16-288_H5TKNBBXX	Illumina HiSeq 3000 sequencing; RNA-seq of human iPSCs: ACC_DORSAL		fasp.sra.ebi.ac.uk:/vol1/fastq/SRR107/035/SRR10738235/SRR10738235_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR107/035/SRR10738235/SRR10738235_2.fastq.gz	2063592972;2422952646	ftp.sra.ebi.ac.uk/vol1/fastq/SRR107/035/SRR10738235/SRR10738235_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR107/035/SRR10738235/SRR10738235_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR107/035/SRR10738235/SRR10738235_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR107/035/SRR10738235/SRR10738235_2.fastq.gz	87fce252ac3ef4a83239e4652702a862;5feb014fff99478860fd59e754191f63	12/20/19	12/20/19	FALSE											Illumina HiSeq 3000	ILLUMINA		165-B-3		12/20/19			PAIRED	R16-288_H5TKNBBXX	cDNA	TRANSCRIPTOMIC	RNA-Seq										38287171	SRR10738235	R16-288_H5TKNBBXX_S2_L001_R1_001.fastq.gz		SAMN13618511	R16-288_H5TKNBBXX			R16-288		R16-288				ACC_DORSAL	ACC_DORSAL						Homo sapiens	SRS5860861	SRP238174				male		fasp.sra.ebi.ac.uk:/vol1/srr/SRR107/035/SRR10738235	3390885045	ftp.sra.ebi.ac.uk/vol1/srr/SRR107/035/SRR10738235	ftp.sra.ebi.ac.uk/vol1/srr/SRR107/035/SRR10738235	b5ed891c9b653ef6ef474cb95796fcc4		PRJNA596331	PRJNA596331	Dissecting transcriptomic signatures of neuronal differentiation and maturation using iPSCs			SRA1014248									male		9606					SKIN FIBROBLASTS	
SAMN13618497				8518865806				165-B-3	ACC_DORSAL	SUB6698577														Illumina HiSeq 3000 sequencing; RNA-seq of human iPSCs: ACC_DORSAL								FALSE	SRX7413977	R16-197_H5TKNBBXX	Illumina HiSeq 3000 sequencing; RNA-seq of human iPSCs: ACC_DORSAL		fasp.sra.ebi.ac.uk:/vol1/fastq/SRR107/050/SRR10738250/SRR10738250_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR107/050/SRR10738250/SRR10738250_2.fastq.gz	2351914729;2748225379	ftp.sra.ebi.ac.uk/vol1/fastq/SRR107/050/SRR10738250/SRR10738250_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR107/050/SRR10738250/SRR10738250_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR107/050/SRR10738250/SRR10738250_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR107/050/SRR10738250/SRR10738250_2.fastq.gz	65cec0dec3dbcbaa65138e28cdec5cd7;3b2b363ec034f8743d79c30f9a9eacfc	12/20/19	12/20/19	FALSE											Illumina HiSeq 3000	ILLUMINA		165-B-3		12/20/19			PAIRED	R16-197_H5TKNBBXX	cDNA	TRANSCRIPTOMIC	RNA-Seq										42172603	SRR10738250	R16-197_H5TKNBBXX_S24_L004_R1_001.fastq.gz		SAMN13618497	R16-197_H5TKNBBXX			R16-197		R16-197				ACC_DORSAL	ACC_DORSAL						Homo sapiens	SRS5860846	SRP238174				male		fasp.sra.ebi.ac.uk:/vol1/srr/SRR107/050/SRR10738250	3730147933	ftp.sra.ebi.ac.uk/vol1/srr/SRR107/050/SRR10738250	ftp.sra.ebi.ac.uk/vol1/srr/SRR107/050/SRR10738250	2365921e4e8172ae5d92adb6ee076b19		PRJNA596331	PRJNA596331	Dissecting transcriptomic signatures of neuronal differentiation and maturation using iPSCs			SRA1014248									male		9606					SKIN FIBROBLASTS	
SAMN13618542				14345049998				165-B-3	ACC_DORSAL	SUB6698577														Illumina HiSeq 3000 sequencing; RNA-seq of human iPSCs: ACC_DORSAL								FALSE	SRX7413871	R16-852_H7V3TBBXX	Illumina HiSeq 3000 sequencing; RNA-seq of human iPSCs: ACC_DORSAL		fasp.sra.ebi.ac.uk:/vol1/fastq/SRR107/056/SRR10738356/SRR10738356_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR107/056/SRR10738356/SRR10738356_2.fastq.gz	3418839177;3968936984	ftp.sra.ebi.ac.uk/vol1/fastq/SRR107/056/SRR10738356/SRR10738356_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR107/056/SRR10738356/SRR10738356_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR107/056/SRR10738356/SRR10738356_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR107/056/SRR10738356/SRR10738356_2.fastq.gz	4a5bf9dc561f422241e0386335a5cebd;4d5b6db7fa4ce048cd4e451f293024ad	12/20/19	12/20/19	FALSE											Illumina HiSeq 3000	ILLUMINA		165-B-3		12/20/19			PAIRED	R16-852_H7V3TBBXX	cDNA	TRANSCRIPTOMIC	RNA-Seq										71015099	SRR10738356	R16-852_H7V3TBBXX_S14_L003_R1_001.fastq.gz		SAMN13618542	R16-852_H7V3TBBXX			R16-852		R16-852				ACC_DORSAL	ACC_DORSAL						Homo sapiens	SRS5860739	SRP238174				male		fasp.sra.ebi.ac.uk:/vol1/srr/SRR107/056/SRR10738356	5446015487	ftp.sra.ebi.ac.uk/vol1/srr/SRR107/056/SRR10738356	ftp.sra.ebi.ac.uk/vol1/srr/SRR107/056/SRR10738356	bb47354e6409ed3cbcb10ebbd7eca745		PRJNA596331	PRJNA596331	Dissecting transcriptomic signatures of neuronal differentiation and maturation using iPSCs			SRA1014248									male		9606					SKIN FIBROBLASTS	
