"accession"	"altitude"	"assembly_quality"	"assembly_software"	"base_count"	"binning_software"	"bio_material"	"broker_name"	"cell_line"	"cell_type"	"center_name"	"checklist"	"collected_by"	"collection_date"	"collection_date_submitted"	"completeness_score"	"contamination_score"	"country"	"cram_index_aspera"	"cram_index_ftp"	"cram_index_galaxy"	"cultivar"	"culture_collection"	"depth"	"description"	"dev_stage"	"ecotype"	"elevation"	"environment_biome"	"environment_feature"	"environment_material"	"environmental_package"	"environmental_sample"	"experiment_accession"	"experiment_alias"	"experiment_title"	"experimental_factor"	"fastq_aspera"	"fastq_bytes"	"fastq_ftp"	"fastq_galaxy"	"fastq_md5"	"first_created"	"first_public"	"germline"	"host"	"host_body_site"	"host_genotype"	"host_gravidity"	"host_growth_conditions"	"host_phenotype"	"host_sex"	"host_status"	"host_tax_id"	"identified_by"	"instrument_model"	"instrument_platform"	"investigation_type"	"isolate"	"isolation_source"	"last_updated"	"lat"	"library_construction_protocol"	"library_layout"	"library_name"	"library_selection"	"library_source"	"library_strategy"	"location"	"lon"	"mating_type"	"nominal_length"	"nominal_sdev"	"parent_study"	"ph"	"project_name"	"protocol_label"	"read_count"	"run_accession"	"run_alias"	"salinity"	"sample_accession"	"sample_alias"	"sample_capture_status"	"sample_collection"	"sample_description"	"sample_material"	"sample_title"	"replicate"	"DepMap_ID"	"CCLE_Name"	"cell_line_name"	"condition"	"pert_concentration"	"pert_concentration_units"	"pert_time"	"pert_time_units"	"sampling_campaign"	"sampling_platform"	"sampling_site"	"scientific_name"	"secondary_sample_accession"	"secondary_study_accession"	"sequencing_method"	"serotype"	"serovar"	"sex"	"specimen_voucher"	"sra_aspera"	"sra_bytes"	"sra_ftp"	"sra_galaxy"	"sra_md5"	"strain"	"study_accession"	"study_alias"	"study_title"	"sub_species"	"sub_strain"	"submission_accession"	"submission_tool"	"submitted_aspera"	"submitted_bytes"	"submitted_format"	"submitted_ftp"	"submitted_galaxy"	"submitted_host_sex"	"submitted_md5"	"submitted_sex"	"target_gene"	"tax_id"	"taxonomic_classification"	"taxonomic_identity_marker"	"temperature"	"tissue_lib"	"tissue_type"	"variety"
"SAMN03988846"				4032571581				"HeLa"		"GEO"														"Illumina HiSeq 2500 sequencing; GSM1853567: Spliceostatin A_rep2; Homo sapiens; RNA-Seq"								"false"	"SRX1146031"	"GSM1853567"	"Illumina HiSeq 2500 sequencing; GSM1853567: Spliceostatin A_rep2; Homo sapiens; RNA-Seq"		"fasp.sra.ebi.ac.uk:/vol1/fastq/SRR215/007/SRR2159407/SRR2159407.fastq.gz"	2620707863	"ftp.sra.ebi.ac.uk/vol1/fastq/SRR215/007/SRR2159407/SRR2159407.fastq.gz"	"ftp.sra.ebi.ac.uk/vol1/fastq/SRR215/007/SRR2159407/SRR2159407.fastq.gz"	"441aac395c85c7c0eeb7b000e924d297"	2015-11-26	2015-11-26	"false"											"Illumina HiSeq 2500"	"ILLUMINA"				2019-12-27		"For RNAseq experiments, individual replicates were collected and extracted using the RNAqueous kit (Life Technologies #AM1912). DNase digestion was performed twice, once in batch and once on the column, using the RNAeasy kit (Qiagen #74104). RNA libraries were prepared for sequencing using standard ribo-depleted Illumina protocols.  We sequenced using the Illumina HiSeq, outputting single end, 50 bp, stranded RNAseq reads"	"SINGLE"		"cDNA"	"TRANSCRIPTOMIC"	"RNA-Seq"						"PRJNA9558"				79070031	"SRR2159407"	"GSM1853567_r1"		"SAMN03988846"	"GSM1853567"			"Spliceostatin A_rep2"		"Spliceostatin A_rep2"	2	"ACH-001086"	"HELA_CERVIX"	"HELA_CERVIX"	"SPLICEOSTATIN_A"								"Homo sapiens"	"SRS1030657"	"SRP062389"						"fasp.sra.ebi.ac.uk:/vol1/srr/SRR215/007/SRR2159407"	1559763649	"ftp.sra.ebi.ac.uk/vol1/srr/SRR215/007/SRR2159407"	"ftp.sra.ebi.ac.uk/vol1/srr/SRR215/007/SRR2159407"	"7704c07251f3734e34b0c87e5b20f25b"		"PRJNA292827"	"GSE72055"	"Human telomerase RNA processing and quality control"			"SRA289073"											9606						
"SAMN03988847"				4206148296				"HeLa"		"GEO"														"Illumina HiSeq 2500 sequencing; GSM1853568: Spliceostatin A_rep3; Homo sapiens; RNA-Seq"								"false"	"SRX1146032"	"GSM1853568"	"Illumina HiSeq 2500 sequencing; GSM1853568: Spliceostatin A_rep3; Homo sapiens; RNA-Seq"		"fasp.sra.ebi.ac.uk:/vol1/fastq/SRR215/008/SRR2159408/SRR2159408.fastq.gz"	2709391883	"ftp.sra.ebi.ac.uk/vol1/fastq/SRR215/008/SRR2159408/SRR2159408.fastq.gz"	"ftp.sra.ebi.ac.uk/vol1/fastq/SRR215/008/SRR2159408/SRR2159408.fastq.gz"	"1cb3122809744c2ecd7cee31ca7da15b"	2015-11-26	2015-11-26	"false"											"Illumina HiSeq 2500"	"ILLUMINA"				2020-01-19		"For RNAseq experiments, individual replicates were collected and extracted using the RNAqueous kit (Life Technologies #AM1912). DNase digestion was performed twice, once in batch and once on the column, using the RNAeasy kit (Qiagen #74104). RNA libraries were prepared for sequencing using standard ribo-depleted Illumina protocols.  We sequenced using the Illumina HiSeq, outputting single end, 50 bp, stranded RNAseq reads"	"SINGLE"		"cDNA"	"TRANSCRIPTOMIC"	"RNA-Seq"						"PRJNA9558"				82473496	"SRR2159408"	"GSM1853568_r1"		"SAMN03988847"	"GSM1853568"			"Spliceostatin A_rep3"		"Spliceostatin A_rep3"	3	"ACH-001086"	"HELA_CERVIX"	"HELA_CERVIX"	"SPLICEOSTATIN_A"								"Homo sapiens"	"SRS1030654"	"SRP062389"						"fasp.sra.ebi.ac.uk:/vol1/srr/SRR215/008/SRR2159408"	1609310473	"ftp.sra.ebi.ac.uk/vol1/srr/SRR215/008/SRR2159408"	"ftp.sra.ebi.ac.uk/vol1/srr/SRR215/008/SRR2159408"	"e5c3296c6372a1836e6c65d41712639f"		"PRJNA292827"	"GSE72055"	"Human telomerase RNA processing and quality control"			"SRA289073"											9606						
"SAMN03988848"				2630632989				"HeLa"		"GEO"														"Illumina HiSeq 2500 sequencing; GSM1853570: siCtrl_singleKD_rep1; Homo sapiens; RNA-Seq"								"false"	"SRX1146033"	"GSM1853570"	"Illumina HiSeq 2500 sequencing; GSM1853570: siCtrl_singleKD_rep1; Homo sapiens; RNA-Seq"		"fasp.sra.ebi.ac.uk:/vol1/fastq/SRR215/009/SRR2159409/SRR2159409.fastq.gz"	1742741199	"ftp.sra.ebi.ac.uk/vol1/fastq/SRR215/009/SRR2159409/SRR2159409.fastq.gz"	"ftp.sra.ebi.ac.uk/vol1/fastq/SRR215/009/SRR2159409/SRR2159409.fastq.gz"	"344ff0f961b516cd3f32774b50e56191"	2015-11-26	2015-11-26	"false"											"Illumina HiSeq 2500"	"ILLUMINA"				2020-04-25		"For RNAseq experiments, individual replicates were collected and extracted using the RNAqueous kit (Life Technologies #AM1912). DNase digestion was performed twice, once in batch and once on the column, using the RNAeasy kit (Qiagen #74104). RNA libraries were prepared for sequencing using standard ribo-depleted Illumina protocols.  We sequenced using the Illumina HiSeq, outputting single end, 50 bp, stranded RNAseq reads"	"SINGLE"		"cDNA"	"TRANSCRIPTOMIC"	"RNA-Seq"						"PRJNA9558"				51581039	"SRR2159409"	"GSM1853570_r1"		"SAMN03988848"	"GSM1853570"			"siCtrl_singleKD_rep1"		"siCtrl_singleKD_rep1"	1	"ACH-001086"	"HELA_CERVIX"	"HELA_CERVIX"	"KD_CONTROL"								"Homo sapiens"	"SRS1030653"	"SRP062389"						"fasp.sra.ebi.ac.uk:/vol1/srr/SRR215/009/SRR2159409"	1053356512	"ftp.sra.ebi.ac.uk/vol1/srr/SRR215/009/SRR2159409"	"ftp.sra.ebi.ac.uk/vol1/srr/SRR215/009/SRR2159409"	"563994b3245e1d1bcbe51ba436aa47d8"		"PRJNA292827"	"GSE72055"	"Human telomerase RNA processing and quality control"			"SRA289073"											9606						
"SAMN03988849"				2719697145				"HeLa"		"GEO"														"Illumina HiSeq 2500 sequencing; GSM1853572: siCtrl_singleKD_rep2; Homo sapiens; RNA-Seq"								"false"	"SRX1146034"	"GSM1853572"	"Illumina HiSeq 2500 sequencing; GSM1853572: siCtrl_singleKD_rep2; Homo sapiens; RNA-Seq"		"fasp.sra.ebi.ac.uk:/vol1/fastq/SRR215/000/SRR2159410/SRR2159410.fastq.gz"	1796718990	"ftp.sra.ebi.ac.uk/vol1/fastq/SRR215/000/SRR2159410/SRR2159410.fastq.gz"	"ftp.sra.ebi.ac.uk/vol1/fastq/SRR215/000/SRR2159410/SRR2159410.fastq.gz"	"4c7356e5fa5d5965d3aaa7358ade15af"	2015-11-26	2015-11-26	"false"											"Illumina HiSeq 2500"	"ILLUMINA"				2019-12-01		"For RNAseq experiments, individual replicates were collected and extracted using the RNAqueous kit (Life Technologies #AM1912). DNase digestion was performed twice, once in batch and once on the column, using the RNAeasy kit (Qiagen #74104). RNA libraries were prepared for sequencing using standard ribo-depleted Illumina protocols.  We sequenced using the Illumina HiSeq, outputting single end, 50 bp, stranded RNAseq reads"	"SINGLE"		"cDNA"	"TRANSCRIPTOMIC"	"RNA-Seq"						"PRJNA9558"				53327395	"SRR2159410"	"GSM1853572_r1"		"SAMN03988849"	"GSM1853572"			"siCtrl_singleKD_rep2"		"siCtrl_singleKD_rep2"	2	"ACH-001086"	"HELA_CERVIX"	"HELA_CERVIX"	"KD_CONTROL"								"Homo sapiens"	"SRS1030651"	"SRP062389"						"fasp.sra.ebi.ac.uk:/vol1/srr/SRR215/000/SRR2159410"	1088833285	"ftp.sra.ebi.ac.uk/vol1/srr/SRR215/000/SRR2159410"	"ftp.sra.ebi.ac.uk/vol1/srr/SRR215/000/SRR2159410"	"ee53f0d8efe3e9974619d570f836e515"		"PRJNA292827"	"GSE72055"	"Human telomerase RNA processing and quality control"			"SRA289073"											9606						
"SAMN03988850"				2578439385				"HeLa"		"GEO"														"Illumina HiSeq 2500 sequencing; GSM1853573: siCtrl_singleKD_rep3; Homo sapiens; RNA-Seq"								"false"	"SRX1146035"	"GSM1853573"	"Illumina HiSeq 2500 sequencing; GSM1853573: siCtrl_singleKD_rep3; Homo sapiens; RNA-Seq"		"fasp.sra.ebi.ac.uk:/vol1/fastq/SRR215/001/SRR2159411/SRR2159411.fastq.gz"	1707306704	"ftp.sra.ebi.ac.uk/vol1/fastq/SRR215/001/SRR2159411/SRR2159411.fastq.gz"	"ftp.sra.ebi.ac.uk/vol1/fastq/SRR215/001/SRR2159411/SRR2159411.fastq.gz"	"02527a2573c57d7278478388a94bff62"	2015-11-26	2015-11-26	"false"											"Illumina HiSeq 2500"	"ILLUMINA"				2020-04-25		"For RNAseq experiments, individual replicates were collected and extracted using the RNAqueous kit (Life Technologies #AM1912). DNase digestion was performed twice, once in batch and once on the column, using the RNAeasy kit (Qiagen #74104). RNA libraries were prepared for sequencing using standard ribo-depleted Illumina protocols.  We sequenced using the Illumina HiSeq, outputting single end, 50 bp, stranded RNAseq reads"	"SINGLE"		"cDNA"	"TRANSCRIPTOMIC"	"RNA-Seq"						"PRJNA9558"				50557635	"SRR2159411"	"GSM1853573_r1"		"SAMN03988850"	"GSM1853573"			"siCtrl_singleKD_rep3"		"siCtrl_singleKD_rep3"	3	"ACH-001086"	"HELA_CERVIX"	"HELA_CERVIX"	"KD_CONTROL"								"Homo sapiens"	"SRS1030650"	"SRP062389"						"fasp.sra.ebi.ac.uk:/vol1/srr/SRR215/001/SRR2159411"	1032071116	"ftp.sra.ebi.ac.uk/vol1/srr/SRR215/001/SRR2159411"	"ftp.sra.ebi.ac.uk/vol1/srr/SRR215/001/SRR2159411"	"cdb7148a126c1be134b0c61f94a035c2"		"PRJNA292827"	"GSE72055"	"Human telomerase RNA processing and quality control"			"SRA289073"											9606						
"SAMN03988851"				2315215074				"HeLa"		"GEO"														"Illumina HiSeq 2500 sequencing; GSM1853575: siRRP6_rep1; Homo sapiens; RNA-Seq"								"false"	"SRX1146036"	"GSM1853575"	"Illumina HiSeq 2500 sequencing; GSM1853575: siRRP6_rep1; Homo sapiens; RNA-Seq"		"fasp.sra.ebi.ac.uk:/vol1/fastq/SRR215/002/SRR2159412/SRR2159412.fastq.gz"	1535651998	"ftp.sra.ebi.ac.uk/vol1/fastq/SRR215/002/SRR2159412/SRR2159412.fastq.gz"	"ftp.sra.ebi.ac.uk/vol1/fastq/SRR215/002/SRR2159412/SRR2159412.fastq.gz"	"bdb261d76d99b99abbf4131f3c753390"	2015-11-26	2015-11-26	"false"											"Illumina HiSeq 2500"	"ILLUMINA"				2019-11-23		"For RNAseq experiments, individual replicates were collected and extracted using the RNAqueous kit (Life Technologies #AM1912). DNase digestion was performed twice, once in batch and once on the column, using the RNAeasy kit (Qiagen #74104). RNA libraries were prepared for sequencing using standard ribo-depleted Illumina protocols.  We sequenced using the Illumina HiSeq, outputting single end, 50 bp, stranded RNAseq reads"	"SINGLE"		"cDNA"	"TRANSCRIPTOMIC"	"RNA-Seq"						"PRJNA9558"				45396374	"SRR2159412"	"GSM1853575_r1"		"SAMN03988851"	"GSM1853575"			"siRRP6_rep1"		"siRRP6_rep1"	1	"ACH-001086"	"HELA_CERVIX"	"HELA_CERVIX"	"KD_EXOSC10"								"Homo sapiens"	"SRS1030652"	"SRP062389"						"fasp.sra.ebi.ac.uk:/vol1/srr/SRR215/002/SRR2159412"	930105078	"ftp.sra.ebi.ac.uk/vol1/srr/SRR215/002/SRR2159412"	"ftp.sra.ebi.ac.uk/vol1/srr/SRR215/002/SRR2159412"	"ad9d483100d37cc85e30ea47d54c42ee"		"PRJNA292827"	"GSE72055"	"Human telomerase RNA processing and quality control"			"SRA289073"											9606						
"SAMN03988852"				2279254872				"HeLa"		"GEO"														"Illumina HiSeq 2500 sequencing; GSM1853577: siRRP6_rep2; Homo sapiens; RNA-Seq"								"false"	"SRX1146037"	"GSM1853577"	"Illumina HiSeq 2500 sequencing; GSM1853577: siRRP6_rep2; Homo sapiens; RNA-Seq"		"fasp.sra.ebi.ac.uk:/vol1/fastq/SRR215/003/SRR2159413/SRR2159413.fastq.gz"	1511450473	"ftp.sra.ebi.ac.uk/vol1/fastq/SRR215/003/SRR2159413/SRR2159413.fastq.gz"	"ftp.sra.ebi.ac.uk/vol1/fastq/SRR215/003/SRR2159413/SRR2159413.fastq.gz"	"b33ca55cc551a1086fae5d682a73c43d"	2015-11-26	2015-11-26	"false"											"Illumina HiSeq 2500"	"ILLUMINA"				2020-04-25		"For RNAseq experiments, individual replicates were collected and extracted using the RNAqueous kit (Life Technologies #AM1912). DNase digestion was performed twice, once in batch and once on the column, using the RNAeasy kit (Qiagen #74104). RNA libraries were prepared for sequencing using standard ribo-depleted Illumina protocols.  We sequenced using the Illumina HiSeq, outputting single end, 50 bp, stranded RNAseq reads"	"SINGLE"		"cDNA"	"TRANSCRIPTOMIC"	"RNA-Seq"						"PRJNA9558"				44691272	"SRR2159413"	"GSM1853577_r1"		"SAMN03988852"	"GSM1853577"			"siRRP6_rep2"		"siRRP6_rep2"	2	"ACH-001086"	"HELA_CERVIX"	"HELA_CERVIX"	"KD_EXOSC10"								"Homo sapiens"	"SRS1030648"	"SRP062389"						"fasp.sra.ebi.ac.uk:/vol1/srr/SRR215/003/SRR2159413"	915287372	"ftp.sra.ebi.ac.uk/vol1/srr/SRR215/003/SRR2159413"	"ftp.sra.ebi.ac.uk/vol1/srr/SRR215/003/SRR2159413"	"2a45bc361b25ddb8ab0aec72a52b42d6"		"PRJNA292827"	"GSE72055"	"Human telomerase RNA processing and quality control"			"SRA289073"											9606						
"SAMN03988853"				2748521172				"HeLa"		"GEO"														"Illumina HiSeq 2500 sequencing; GSM1853578: siRRP6_rep3; Homo sapiens; RNA-Seq"								"false"	"SRX1146038"	"GSM1853578"	"Illumina HiSeq 2500 sequencing; GSM1853578: siRRP6_rep3; Homo sapiens; RNA-Seq"		"fasp.sra.ebi.ac.uk:/vol1/fastq/SRR215/004/SRR2159414/SRR2159414.fastq.gz"	1819068330	"ftp.sra.ebi.ac.uk/vol1/fastq/SRR215/004/SRR2159414/SRR2159414.fastq.gz"	"ftp.sra.ebi.ac.uk/vol1/fastq/SRR215/004/SRR2159414/SRR2159414.fastq.gz"	"c41698363c1508492f7db03bd4aada63"	2015-11-26	2015-11-26	"false"											"Illumina HiSeq 2500"	"ILLUMINA"				2020-04-25		"For RNAseq experiments, individual replicates were collected and extracted using the RNAqueous kit (Life Technologies #AM1912). DNase digestion was performed twice, once in batch and once on the column, using the RNAeasy kit (Qiagen #74104). RNA libraries were prepared for sequencing using standard ribo-depleted Illumina protocols.  We sequenced using the Illumina HiSeq, outputting single end, 50 bp, stranded RNAseq reads"	"SINGLE"		"cDNA"	"TRANSCRIPTOMIC"	"RNA-Seq"						"PRJNA9558"				53892572	"SRR2159414"	"GSM1853578_r1"		"SAMN03988853"	"GSM1853578"			"siRRP6_rep3"		"siRRP6_rep3"	3	"ACH-001086"	"HELA_CERVIX"	"HELA_CERVIX"	"KD_EXOSC10"								"Homo sapiens"	"SRS1030649"	"SRP062389"						"fasp.sra.ebi.ac.uk:/vol1/srr/SRR215/004/SRR2159414"	1099098347	"ftp.sra.ebi.ac.uk/vol1/srr/SRR215/004/SRR2159414"	"ftp.sra.ebi.ac.uk/vol1/srr/SRR215/004/SRR2159414"	"b5b4c457d106a69fad01f9adf14e93fb"		"PRJNA292827"	"GSE72055"	"Human telomerase RNA processing and quality control"			"SRA289073"											9606						
"SAMN03988854"				2251618380				"HeLa"		"GEO"														"Illumina HiSeq 2500 sequencing; GSM1853580: siDIS3_rep1; Homo sapiens; RNA-Seq"								"false"	"SRX1146039"	"GSM1853580"	"Illumina HiSeq 2500 sequencing; GSM1853580: siDIS3_rep1; Homo sapiens; RNA-Seq"		"fasp.sra.ebi.ac.uk:/vol1/fastq/SRR215/005/SRR2159415/SRR2159415.fastq.gz"	1487005567	"ftp.sra.ebi.ac.uk/vol1/fastq/SRR215/005/SRR2159415/SRR2159415.fastq.gz"	"ftp.sra.ebi.ac.uk/vol1/fastq/SRR215/005/SRR2159415/SRR2159415.fastq.gz"	"b725a0efdd5c36c4378bc1f627f7bac3"	2015-11-26	2015-11-26	"false"											"Illumina HiSeq 2500"	"ILLUMINA"				2019-12-09		"For RNAseq experiments, individual replicates were collected and extracted using the RNAqueous kit (Life Technologies #AM1912). DNase digestion was performed twice, once in batch and once on the column, using the RNAeasy kit (Qiagen #74104). RNA libraries were prepared for sequencing using standard ribo-depleted Illumina protocols.  We sequenced using the Illumina HiSeq, outputting single end, 50 bp, stranded RNAseq reads"	"SINGLE"		"cDNA"	"TRANSCRIPTOMIC"	"RNA-Seq"						"PRJNA9558"				44149380	"SRR2159415"	"GSM1853580_r1"		"SAMN03988854"	"GSM1853580"			"siDIS3_rep1"		"siDIS3_rep1"	1	"ACH-001086"	"HELA_CERVIX"	"HELA_CERVIX"	"KD_DIS3"								"Homo sapiens"	"SRS1030646"	"SRP062389"						"fasp.sra.ebi.ac.uk:/vol1/srr/SRR215/005/SRR2159415"	903664686	"ftp.sra.ebi.ac.uk/vol1/srr/SRR215/005/SRR2159415"	"ftp.sra.ebi.ac.uk/vol1/srr/SRR215/005/SRR2159415"	"ff1ffbccb4c6078b19328a5f8a1c38d9"		"PRJNA292827"	"GSE72055"	"Human telomerase RNA processing and quality control"			"SRA289073"											9606						
"SAMN03988855"				2501302395				"HeLa"		"GEO"														"Illumina HiSeq 2500 sequencing; GSM1853582: siDIS3_rep2; Homo sapiens; RNA-Seq"								"false"	"SRX1146040"	"GSM1853582"	"Illumina HiSeq 2500 sequencing; GSM1853582: siDIS3_rep2; Homo sapiens; RNA-Seq"		"fasp.sra.ebi.ac.uk:/vol1/fastq/SRR215/006/SRR2159416/SRR2159416.fastq.gz"	1648137949	"ftp.sra.ebi.ac.uk/vol1/fastq/SRR215/006/SRR2159416/SRR2159416.fastq.gz"	"ftp.sra.ebi.ac.uk/vol1/fastq/SRR215/006/SRR2159416/SRR2159416.fastq.gz"	"5e4bf23f80952bdb1d677ff5ebe48407"	2015-11-26	2015-11-26	"false"											"Illumina HiSeq 2500"	"ILLUMINA"				2020-04-25		"For RNAseq experiments, individual replicates were collected and extracted using the RNAqueous kit (Life Technologies #AM1912). DNase digestion was performed twice, once in batch and once on the column, using the RNAeasy kit (Qiagen #74104). RNA libraries were prepared for sequencing using standard ribo-depleted Illumina protocols.  We sequenced using the Illumina HiSeq, outputting single end, 50 bp, stranded RNAseq reads"	"SINGLE"		"cDNA"	"TRANSCRIPTOMIC"	"RNA-Seq"						"PRJNA9558"				49045145	"SRR2159416"	"GSM1853582_r1"		"SAMN03988855"	"GSM1853582"			"siDIS3_rep2"		"siDIS3_rep2"	2	"ACH-001086"	"HELA_CERVIX"	"HELA_CERVIX"	"KD_DIS3"								"Homo sapiens"	"SRS1030647"	"SRP062389"						"fasp.sra.ebi.ac.uk:/vol1/srr/SRR215/006/SRR2159416"	1002104131	"ftp.sra.ebi.ac.uk/vol1/srr/SRR215/006/SRR2159416"	"ftp.sra.ebi.ac.uk/vol1/srr/SRR215/006/SRR2159416"	"e8399ddc476ea29f065051dc23abadaa"		"PRJNA292827"	"GSE72055"	"Human telomerase RNA processing and quality control"			"SRA289073"											9606						
"SAMN03988856"				2620389996				"HeLa"		"GEO"														"Illumina HiSeq 2500 sequencing; GSM1853584: siDIS3_rep3; Homo sapiens; RNA-Seq"								"false"	"SRX1146041"	"GSM1853584"	"Illumina HiSeq 2500 sequencing; GSM1853584: siDIS3_rep3; Homo sapiens; RNA-Seq"		"fasp.sra.ebi.ac.uk:/vol1/fastq/SRR215/007/SRR2159417/SRR2159417.fastq.gz"	1727713949	"ftp.sra.ebi.ac.uk/vol1/fastq/SRR215/007/SRR2159417/SRR2159417.fastq.gz"	"ftp.sra.ebi.ac.uk/vol1/fastq/SRR215/007/SRR2159417/SRR2159417.fastq.gz"	"4e1142262f9a5e14b2f98e7641919368"	2015-11-26	2015-11-26	"false"											"Illumina HiSeq 2500"	"ILLUMINA"				2020-04-25		"For RNAseq experiments, individual replicates were collected and extracted using the RNAqueous kit (Life Technologies #AM1912). DNase digestion was performed twice, once in batch and once on the column, using the RNAeasy kit (Qiagen #74104). RNA libraries were prepared for sequencing using standard ribo-depleted Illumina protocols.  We sequenced using the Illumina HiSeq, outputting single end, 50 bp, stranded RNAseq reads"	"SINGLE"		"cDNA"	"TRANSCRIPTOMIC"	"RNA-Seq"						"PRJNA9558"				51380196	"SRR2159417"	"GSM1853584_r1"		"SAMN03988856"	"GSM1853584"			"siDIS3_rep3"		"siDIS3_rep3"	3	"ACH-001086"	"HELA_CERVIX"	"HELA_CERVIX"	"KD_DIS3"								"Homo sapiens"	"SRS1030644"	"SRP062389"						"fasp.sra.ebi.ac.uk:/vol1/srr/SRR215/007/SRR2159417"	1049554591	"ftp.sra.ebi.ac.uk/vol1/srr/SRR215/007/SRR2159417"	"ftp.sra.ebi.ac.uk/vol1/srr/SRR215/007/SRR2159417"	"8e865dd9718436a22468e92eabbf3402"		"PRJNA292827"	"GSE72055"	"Human telomerase RNA processing and quality control"			"SRA289073"											9606						
"SAMN03988857"				1560665841				"HeLa"		"GEO"														"Illumina HiSeq 2500 sequencing; GSM1853586: siCtrl_siRRP6/siDIS3_rep1; Homo sapiens; RNA-Seq"								"false"	"SRX1146042"	"GSM1853586"	"Illumina HiSeq 2500 sequencing; GSM1853586: siCtrl_siRRP6/siDIS3_rep1; Homo sapiens; RNA-Seq"		"fasp.sra.ebi.ac.uk:/vol1/fastq/SRR215/008/SRR2159418/SRR2159418.fastq.gz"	997198015	"ftp.sra.ebi.ac.uk/vol1/fastq/SRR215/008/SRR2159418/SRR2159418.fastq.gz"	"ftp.sra.ebi.ac.uk/vol1/fastq/SRR215/008/SRR2159418/SRR2159418.fastq.gz"	"aca7a18c7d5c43ce8c310f97e3dfc5ff"	2015-11-26	2015-11-26	"false"											"Illumina HiSeq 2500"	"ILLUMINA"				2020-04-25		"For RNAseq experiments, individual replicates were collected and extracted using the RNAqueous kit (Life Technologies #AM1912). DNase digestion was performed twice, once in batch and once on the column, using the RNAeasy kit (Qiagen #74104). RNA libraries were prepared for sequencing using standard ribo-depleted Illumina protocols.  We sequenced using the Illumina HiSeq, outputting single end, 50 bp, stranded RNAseq reads"	"SINGLE"		"cDNA"	"TRANSCRIPTOMIC"	"RNA-Seq"						"PRJNA9558"				30601291	"SRR2159418"	"GSM1853586_r1"		"SAMN03988857"	"GSM1853586"			"siCtrl_siRRP6/siDIS3_rep1"		"siCtrl_siRRP6/siDIS3_rep1"	1	"ACH-001086"	"HELA_CERVIX"	"HELA_CERVIX"	"KD_DIS3_AND_KD_CONTROL"								"Homo sapiens"	"SRS1030643"	"SRP062389"						"fasp.sra.ebi.ac.uk:/vol1/srr/SRR215/008/SRR2159418"	598495033	"ftp.sra.ebi.ac.uk/vol1/srr/SRR215/008/SRR2159418"	"ftp.sra.ebi.ac.uk/vol1/srr/SRR215/008/SRR2159418"	"a5e1bb6a24f0fed90534f4f14586f305"		"PRJNA292827"	"GSE72055"	"Human telomerase RNA processing and quality control"			"SRA289073"											9606						
"SAMN03988858"				1793280870				"HeLa"		"GEO"														"Illumina HiSeq 2500 sequencing; GSM1853587: siCtrl_siRRP6/siDIS3_rep2; Homo sapiens; RNA-Seq"								"false"	"SRX1146043"	"GSM1853587"	"Illumina HiSeq 2500 sequencing; GSM1853587: siCtrl_siRRP6/siDIS3_rep2; Homo sapiens; RNA-Seq"		"fasp.sra.ebi.ac.uk:/vol1/fastq/SRR215/009/SRR2159419/SRR2159419.fastq.gz"	1143184650	"ftp.sra.ebi.ac.uk/vol1/fastq/SRR215/009/SRR2159419/SRR2159419.fastq.gz"	"ftp.sra.ebi.ac.uk/vol1/fastq/SRR215/009/SRR2159419/SRR2159419.fastq.gz"	"618eb063062f1866614d29fcb15f2d8b"	2015-11-26	2015-11-26	"false"											"Illumina HiSeq 2500"	"ILLUMINA"				2019-10-12		"For RNAseq experiments, individual replicates were collected and extracted using the RNAqueous kit (Life Technologies #AM1912). DNase digestion was performed twice, once in batch and once on the column, using the RNAeasy kit (Qiagen #74104). RNA libraries were prepared for sequencing using standard ribo-depleted Illumina protocols.  We sequenced using the Illumina HiSeq, outputting single end, 50 bp, stranded RNAseq reads"	"SINGLE"		"cDNA"	"TRANSCRIPTOMIC"	"RNA-Seq"						"PRJNA9558"				35162370	"SRR2159419"	"GSM1853587_r1"		"SAMN03988858"	"GSM1853587"			"siCtrl_siRRP6/siDIS3_rep2"		"siCtrl_siRRP6/siDIS3_rep2"	2	"ACH-001086"	"HELA_CERVIX"	"HELA_CERVIX"	"KD_DIS3_AND_KD_CONTROL"								"Homo sapiens"	"SRS1030642"	"SRP062389"						"fasp.sra.ebi.ac.uk:/vol1/srr/SRR215/009/SRR2159419"	687776790	"ftp.sra.ebi.ac.uk/vol1/srr/SRR215/009/SRR2159419"	"ftp.sra.ebi.ac.uk/vol1/srr/SRR215/009/SRR2159419"	"48797b4205f239de25e2e120d9f5ce2f"		"PRJNA292827"	"GSE72055"	"Human telomerase RNA processing and quality control"			"SRA289073"											9606						
